date,volume_t-1,volume_t-2,volume_t-3,volume_t-4,low_t-1,volume
2016-05-27,1823120,2569626,2352424,3236305,45.37,1823120
2016-05-31,2256373,1823120,2569626,2352424,45.575,2256373
2016-06-01,1734386,2256373,1823120,2569626,45.45,1734386
2016-06-02,2209387,1734386,2256373,1823120,45.82,2209387
2016-06-03,2395816,2209387,1734386,2256373,45.19,2395816
2016-06-06,2359193,2395816,2209387,1734386,45.72,2359193
2016-06-07,1500872,2359193,2395816,2209387,45.6099,1500872
2016-06-08,1552146,1500872,2359193,2395816,45.71,1552146
2016-06-09,1204415,1552146,1500872,2359193,45.88,1204415
2016-06-10,1261698,1204415,1552146,1500872,45.19,1261698
2016-06-13,1272833,1261698,1204415,1552146,44.905,1272833
2016-06-14,1624087,1272833,1261698,1204415,44.56,1624087
2016-06-15,2029194,1624087,1272833,1261698,44.9,2029194
2016-06-16,1784741,2029194,1624087,1272833,44.585,1784741
2016-06-17,3434813,1784741,2029194,1624087,44.87,3434813
2016-06-20,3161329,3434813,1784741,2029194,45.57,3161329
2016-06-21,2112964,3161329,3434813,1784741,45.76,2112964
2016-06-22,2412064,2112964,3161329,3434813,45.945,2412064
2016-06-23,1487938,2412064,2112964,3161329,46.39,1487938
2016-06-24,5263644,1487938,2412064,2112964,43.92,5263644
2016-06-27,4328364,5263644,1487938,2412064,41.98,4328364
2016-06-28,4300845,4328364,5263644,1487938,42.155,4300845
2016-06-29,2402578,4300845,4328364,5263644,43.19,2402578
2016-06-30,2181066,2402578,4300845,4328364,43.59,2181066
2016-07-01,1591476,2181066,2402578,4300845,44.31,1591476
2016-07-05,1813468,1591476,2181066,2402578,43.63,1813468
2016-07-06,2312133,1813468,1591476,2181066,43.36,2312133
2016-07-07,1861536,2312133,1813468,1591476,44.18,1861536
2016-07-08,1838137,1861536,2312133,1813468,44.86,1838137
2016-07-11,1094683,1838137,1861536,2312133,45.35,1094683
2016-07-12,2237748,1094683,1838137,1861536,45.64,2237748
2016-07-13,1852475,2237748,1094683,1838137,46.325,1852475
2016-07-14,1192500,1852475,2237748,1094683,46.69,1192500
2016-07-15,1202638,1192500,1852475,2237748,46.55,1202638
2016-07-18,1362884,1202638,1192500,1852475,46.341,1362884
2016-07-19,2583860,1362884,1202638,1192500,46.49,2583860
2016-07-20,2124914,2583860,1362884,1202638,46.82,2124914
2016-07-21,1226365,2124914,2583860,1362884,46.465,1226365
2016-07-22,1512440,1226365,2124914,2583860,46.42,1512440
2016-07-25,1720649,1512440,1226365,2124914,45.92,1720649
2016-07-26,1792674,1720649,1512440,1226365,45.79,1792674
2016-07-27,1572573,1792674,1720649,1512440,46.73,1572573
2016-07-28,1945517,1572573,1792674,1720649,47.02,1945517
2016-07-29,1881372,1945517,1572573,1792674,47.36,1881372
2016-08-01,1604639,1881372,1945517,1572573,47.62,1604639
2016-08-02,1595948,1604639,1881372,1945517,46.97,1595948
2016-08-03,1508868,1595948,1604639,1881372,46.9,1508868
2016-08-04,1700182,1508868,1595948,1604639,46.74,1700182
2016-08-05,1250805,1700182,1508868,1595948,47.1,1250805
2016-08-08,1311724,1250805,1700182,1508868,47.14,1311724
2016-08-09,1006170,1311724,1250805,1700182,47.11,1006170
2016-08-10,754137,1006170,1311724,1250805,47.21,754137
2016-08-11,1377024,754137,1006170,1311724,47.47,1377024
2016-08-12,1538976,1377024,754137,1006170,47.7,1538976
2016-08-15,2323589,1538976,1377024,754137,48.12,2323589
2016-08-16,3175994,2323589,1538976,1377024,48.117,3175994
2016-08-17,3154934,3175994,2323589,1538976,48.08,3154934
2016-08-18,4660295,3154934,3175994,2323589,46.09,4660295
2016-08-19,3340438,4660295,3154934,3175994,46.57,3340438
2016-08-22,1626833,3340438,4660295,3154934,47.38,1626833
2016-08-23,1645348,1626833,3340438,4660295,47.68,1645348
2016-08-24,2634707,1645348,1626833,3340438,46.63,2634707
2016-08-25,2160074,2634707,1645348,1626833,46.61,2160074
2016-08-26,1581245,2160074,2634707,1645348,47.07,1581245
2016-08-29,1332975,1581245,2160074,2634707,47.31,1332975
2016-08-30,2231203,1332975,1581245,2160074,47.08,2231203
2016-08-31,1676587,2231203,1332975,1581245,46.8075,1676587
2016-09-01,1257886,1676587,2231203,1332975,46.8075,1257886
2016-09-02,1424454,1257886,1676587,2231203,46.89,1424454
2016-09-06,1460928,1424454,1257886,1676587,46.72,1460928
2016-09-07,1542576,1460928,1424454,1257886,46.86,1542576
2016-09-08,884738,1542576,1460928,1424454,46.94,884738
2016-09-09,2507018,884738,1542576,1460928,44.87,2507018
2016-09-12,1835434,2507018,884738,1542576,44.47,1835434
2016-09-13,3461832,1835434,2507018,884738,44.61,3461832
2016-09-14,1604806,3461832,1835434,2507018,44.6,1604806
2016-09-15,1733971,1604806,3461832,1835434,44.81,1733971
2016-09-16,2592850,1733971,1604806,3461832,44.74,2592850
2016-09-19,1927900,2592850,1733971,1604806,44.86,1927900
2016-09-20,2333122,1927900,2592850,1733971,45.15,2333122
2016-09-21,1612736,2333122,1927900,2592850,45.41,1612736
2016-09-22,1307074,1612736,2333122,1927900,46.29,1307074
2016-09-23,1957032,1307074,1612736,2333122,46.31,1957032
2016-09-26,2639060,1957032,1307074,1612736,46.16,2639060
2016-09-27,1587143,2639060,1957032,1307074,46.23,1587143
2016-09-28,1502533,1587143,2639060,1957032,46.52,1502533
2016-09-29,1938218,1502533,1587143,2639060,46.14,1938218
2016-09-30,1754316,1938218,1502533,1587143,46.3,1754316
2016-10-03,1539625,1754316,1938218,1502533,46.82,1539625
2016-10-04,1763985,1539625,1754316,1938218,46.67,1763985
2016-10-05,1432268,1763985,1539625,1754316,46.9275,1432268
2016-10-06,1772801,1432268,1763985,1539625,46.88,1772801
2016-10-07,1663127,1772801,1432268,1763985,46.99,1663127
2016-10-10,1544958,1663127,1772801,1432268,47.55,1544958
2016-10-11,2912537,1544958,1663127,1772801,45.42,2912537
2016-10-12,1736076,2912537,1544958,1663127,45.42,1736076
2016-10-13,1336023,1736076,2912537,1544958,44.755,1336023
2016-10-14,997137,1336023,1736076,2912537,45.08,997137
2016-10-17,1160321,997137,1336023,1736076,44.9999,1160321
2016-10-18,1949108,1160321,997137,1336023,45.27,1949108
2016-10-19,1769090,1949108,1160321,997137,45.34,1769090
2016-10-20,1493608,1769090,1949108,1160321,45.65,1493608
2016-10-21,1011340,1493608,1769090,1949108,45.29,1011340
2016-10-24,1666388,1011340,1493608,1769090,45.64,1666388
2016-10-25,3949609,1666388,1011340,1493608,43.17,3949609
2016-10-26,2146178,3949609,1666388,1011340,43.24,2146178
2016-10-27,2393625,2146178,3949609,1666388,43.35,2393625
2016-10-28,1471348,2393625,2146178,3949609,43.11,1471348
2016-10-31,1556762,1471348,2393625,2146178,43.18,1556762
2016-11-01,2133116,1556762,1471348,2393625,43.14,2133116
2016-11-02,2240428,2133116,1556762,1471348,43.24,2240428
2016-11-03,2510054,2240428,2133116,1556762,43.18,2510054
2016-11-04,2220908,2510054,2240428,2133116,43.69,2220908
2016-11-07,1723957,2220908,2510054,2240428,44.95,1723957
2016-11-08,2136740,1723957,2220908,2510054,45.32,2136740
2016-11-09,3501243,2136740,1723957,2220908,44.49,3501243
2016-11-10,2558722,3501243,2136740,1723957,46.34,2558722
2016-11-11,2219255,2558722,3501243,2136740,46.21,2219255
2016-11-14,3443200,2219255,2558722,3501243,45.18,3443200
2016-11-15,4710170,3443200,2219255,2558722,44.95,4710170
2016-11-16,4026754,4710170,3443200,2219255,46.15,4026754
2016-11-17,2070609,4026754,4710170,3443200,45.55,2070609
2016-11-18,3148538,2070609,4026754,4710170,45.01,3148538
2016-11-21,2540067,3148538,2070609,4026754,44.65,2540067
2016-11-22,2831226,2540067,3148538,2070609,43.77,2831226
2016-11-23,1926275,2831226,2540067,3148538,43.97,1926275
2016-11-25,877140,1926275,2831226,2540067,44.62,877140
2016-11-28,2241795,877140,1926275,2831226,43.58,2241795
2016-11-29,1952118,2241795,877140,1926275,43.52,1952118
2016-11-30,2238575,1952118,2241795,877140,43.94,2238575
2016-12-01,2823273,2238575,1952118,2241795,42.92,2823273
2016-12-02,2153515,2823273,2238575,1952118,43.27,2153515
2016-12-05,2495020,2153515,2823273,2238575,44.21,2495020
2016-12-06,1136658,2495020,2153515,2823273,44.2,1136658
2016-12-07,1815238,1136658,2495020,2153515,44.11,1815238
2016-12-08,1848936,1815238,1136658,2495020,44.77,1848936
2016-12-09,1937622,1848936,1815238,1136658,45.85,1937622
2016-12-12,1851517,1937622,1848936,1815238,46.11,1851517
2016-12-13,1734678,1851517,1937622,1848936,46.16,1734678
2016-12-14,2044052,1734678,1851517,1937622,46.0,2044052
2016-12-15,1338905,2044052,1734678,1851517,45.9201,1338905
2016-12-16,2103155,1338905,2044052,1734678,45.81,2103155
2016-12-19,1084164,2103155,1338905,2044052,45.36,1084164
2016-12-20,1552366,1084164,2103155,1338905,45.54,1552366
2016-12-21,1652288,1552366,1084164,2103155,45.86,1652288
2016-12-22,968296,1652288,1552366,1084164,45.8,968296
2016-12-23,727682,968296,1652288,1552366,45.93,727682
2016-12-27,1535489,727682,968296,1652288,46.32,1535489
2016-12-28,1177275,1535489,727682,968296,45.68,1177275
2016-12-29,891398,1177275,1535489,727682,45.57,891398
2016-12-30,1216100,891398,1177275,1535489,45.375,1216100
2017-01-03,1739726,1216100,891398,1177275,45.74,1739726
2017-01-04,1821264,1739726,1216100,891398,46.8162,1821264
2017-01-05,1503763,1821264,1739726,1216100,46.355,1503763
2017-01-06,2883483,1503763,1821264,1739726,46.56,2883483
2017-01-09,2575328,2883483,1503763,1821264,47.905,2575328
2017-01-10,1560549,2575328,2883483,1503763,47.82,1560549
2017-01-11,5624332,1560549,2575328,2883483,47.95,5624332
2017-01-12,3276952,5624332,1560549,2575328,47.98,3276952
2017-01-13,1568923,3276952,5624332,1560549,48.41,1568923
2017-01-17,1939449,1568923,3276952,5624332,48.175,1939449
2017-01-18,1523508,1939449,1568923,3276952,48.0,1523508
2017-01-19,1346142,1523508,1939449,1568923,47.51,1346142
2017-01-20,1701695,1346142,1523508,1939449,47.4139,1701695
2017-01-23,2013878,1701695,1346142,1523508,47.23,2013878
2017-01-24,2741915,2013878,1701695,1346142,47.05,2741915
2017-01-25,3073228,2741915,2013878,1701695,47.41,3073228
2017-01-26,1895562,3073228,2741915,2013878,47.915,1895562
2017-01-27,1527822,1895562,3073228,2741915,48.3,1527822
2017-01-30,2266487,1527822,1895562,3073228,47.385,2266487
2017-01-31,2552612,2266487,1527822,1895562,48.01,2552612
2017-02-01,2244604,2552612,2266487,1527822,48.68,2244604
2017-02-02,1352525,2244604,2552612,2266487,48.47,1352525
2017-02-03,1191855,1352525,2244604,2552612,49.06,1191855
2017-02-06,952095,1191855,1352525,2244604,48.96,952095
2017-02-07,2170720,952095,1191855,1352525,49.26,2170720
2017-02-08,2107079,2170720,952095,1191855,49.23,2107079
2017-02-09,2557747,2107079,2170720,952095,50.0,2557747
2017-02-10,2092479,2557747,2107079,2170720,50.02,2092479
2017-02-13,1568350,2092479,2557747,2107079,50.42,1568350
2017-02-14,3546878,1568350,2092479,2557747,50.09,3546878
2017-02-15,5724488,3546878,1568350,2092479,50.62,5724488
2017-02-16,2550439,5724488,3546878,1568350,50.56,2550439
2017-02-17,2195788,2550439,5724488,3546878,50.58,2195788
2017-02-21,2036993,2195788,2550439,5724488,51.17,2036993
2017-02-22,1632886,2036993,2195788,2550439,51.19,1632886
2017-02-23,1006867,1632886,2036993,2195788,51.2,1006867
2017-02-24,1612698,1006867,1632886,2036993,51.33,1612698
2017-02-27,1195138,1612698,1006867,1632886,51.46,1195138
2017-02-28,1417772,1195138,1612698,1006867,51.23,1417772
2017-03-01,2026600,1417772,1195138,1612698,51.62,2026600
2017-03-02,1706500,2026600,1417772,1195138,51.33,1706500
2017-03-03,1824423,1706500,2026600,1417772,51.15,1824423
2017-03-06,1884477,1824423,1706500,2026600,51.175,1884477
2017-03-07,2233561,1884477,1824423,1706500,50.86,2233561
2017-03-08,1517642,2233561,1884477,1824423,50.95,1517642
2017-03-09,1259407,1517642,2233561,1884477,51.13,1259407
2017-03-10,1860508,1259407,1517642,2233561,51.48,1860508
2017-03-13,1376191,1860508,1259407,1517642,51.99,1376191
2017-03-14,1203368,1376191,1860508,1259407,51.96,1203368
2017-03-15,4117983,1203368,1376191,1860508,53.02,4117983
2017-03-16,2676915,4117983,1203368,1376191,52.83,2676915
2017-03-17,1936902,2676915,4117983,1203368,52.92,1936902
2017-03-20,1221409,1936902,2676915,4117983,53.0,1221409
2017-03-21,1492698,1221409,1936902,2676915,52.48,1492698
2017-03-22,1257072,1492698,1221409,1936902,52.65,1257072
2017-03-23,1717929,1257072,1492698,1221409,52.72,1717929
2017-03-24,2015289,1717929,1257072,1492698,52.84,2015289
2017-03-27,1446568,2015289,1717929,1257072,52.42,1446568
2017-03-28,1312688,1446568,2015289,1717929,53.095,1312688
2017-03-29,1469882,1312688,1446568,2015289,52.78,1469882
2017-03-30,1627592,1469882,1312688,1446568,52.9,1627592
2017-03-31,1705625,1627592,1469882,1312688,52.81,1705625
2017-04-03,1550227,1705625,1627592,1469882,52.73,1550227
2017-04-04,2017094,1550227,1705625,1627592,52.48,2017094
2017-04-05,1778251,2017094,1550227,1705625,52.695,1778251
2017-04-06,1548170,1778251,2017094,1550227,52.26,1548170
2017-04-07,1243550,1548170,1778251,2017094,52.7,1243550
2017-04-10,1025248,1243550,1548170,1778251,52.68,1025248
2017-04-11,1520703,1025248,1243550,1548170,52.37,1520703
2017-04-12,1258152,1520703,1025248,1243550,52.47,1258152
2017-04-13,863990,1258152,1520703,1025248,52.31,863990
2017-04-17,1569436,863990,1258152,1520703,52.43,1569436
2017-04-18,1241164,1569436,863990,1258152,52.68,1241164
2017-04-19,2096351,1241164,1569436,863990,52.95,2096351
2017-04-20,1569985,2096351,1241164,1569436,52.79,1569985
2017-04-21,2189351,1569985,2096351,1241164,52.8399,2189351
2017-04-24,2257682,2189351,1569985,2096351,53.91,2257682
2017-04-25,2181857,2257682,2189351,1569985,54.51,2181857
2017-04-26,1834961,2181857,2257682,2189351,54.805,1834961
2017-04-27,1529024,1834961,2181857,2257682,54.83,1529024
2017-04-28,3078163,1529024,1834961,2181857,54.835,3078163
2017-05-01,1897018,3078163,1529024,1834961,55.36,1897018
2017-05-02,1693069,1897018,3078163,1529024,55.51,1693069
2017-05-03,1702565,1693069,1897018,3078163,55.61,1702565
2017-05-04,2615560,1702565,1693069,1897018,56.16,2615560
2017-05-05,1571536,2615560,1702565,1693069,56.59,1571536
2017-05-08,2189984,1571536,2615560,1702565,55.93,2189984
2017-05-09,1559975,2189984,1571536,2615560,56.29,1559975
2017-05-10,1566289,1559975,2189984,1571536,56.08,1566289
2017-05-11,1347633,1566289,1559975,2189984,55.8,1347633
2017-05-12,1578292,1347633,1566289,1559975,55.96,1578292
2017-05-15,1472226,1578292,1347633,1566289,56.01,1472226
2017-05-16,1032600,1472226,1578292,1347633,56.45,1032600
2017-05-17,1839737,1032600,1472226,1578292,55.67,1839737
2017-05-18,1934996,1839737,1032600,1472226,55.6,1934996
2017-05-19,1654441,1934996,1839737,1032600,55.86,1654441
2017-05-22,4264780,1654441,1934996,1839737,55.85,4264780
2017-05-23,7510578,4264780,1654441,1934996,58.0,7510578
2017-05-24,4105470,7510578,4264780,1654441,58.0725,4105470
2017-05-25,2772812,4105470,7510578,4264780,58.92,2772812
2017-05-26,1535237,2772812,4105470,7510578,59.041,1535237
2017-05-30,2576416,1535237,2772812,4105470,59.41,2576416
2017-05-31,2552411,2576416,1535237,2772812,59.45,2552411
2017-06-01,2100441,2552411,2576416,1535237,59.81,2100441
2017-06-02,1666245,2100441,2552411,2576416,60.76,1666245
2017-06-05,1473282,1666245,2100441,2552411,60.33,1473282
2017-06-06,1968022,1473282,1666245,2100441,60.1,1968022
2017-06-07,1617604,1968022,1473282,1666245,59.98,1617604
2017-06-08,3486602,1617604,1968022,1473282,59.71,3486602
2017-06-09,2352814,3486602,1617604,1968022,59.13,2352814
2017-06-12,2579658,2352814,3486602,1617604,57.92,2579658
2017-06-13,1527210,2579658,2352814,3486602,58.93,1527210
2017-06-14,1203468,1527210,2579658,2352814,59.05,1203468
2017-06-15,1092596,1203468,1527210,2579658,58.82,1092596
2017-06-16,2157514,1092596,1203468,1527210,59.235,2157514
2017-06-19,2383659,2157514,1092596,1203468,59.58,2383659
2017-06-20,1821710,2383659,2157514,1092596,60.295,1821710
2017-06-21,2247944,1821710,2383659,2157514,59.67,2247944
2017-06-22,3473861,2247944,1821710,2383659,59.61,3473861
2017-06-23,2879785,3473861,2247944,1821710,59.5001,2879785
2017-06-26,1535542,2879785,3473861,2247944,59.15,1535542
2017-06-27,1060391,1535542,2879785,3473861,58.84,1060391
2017-06-28,1191537,1060391,1535542,2879785,59.2,1191537
2017-06-29,1357538,1191537,1060391,1535542,58.49,1357538
2017-06-30,1593786,1357538,1191537,1060391,58.835,1593786
2017-07-03,1489574,1593786,1357538,1191537,59.13,1489574
2017-07-05,1638980,1489574,1593786,1357538,59.19,1638980
2017-07-06,2249516,1638980,1489574,1593786,59.07,2249516
2017-07-07,965439,2249516,1638980,1489574,59.33,965439
2017-07-10,1146033,965439,2249516,1638980,59.38,1146033
2017-07-11,2976519,1146033,965439,2249516,59.46,2976519
2017-07-12,1439395,2976519,1146033,965439,60.16,1439395
2017-07-13,2060109,1439395,2976519,1146033,60.67,2060109
2017-07-14,1286073,2060109,1439395,2976519,60.915,1286073
2017-07-17,1332751,1286073,2060109,1439395,61.4,1332751
2017-07-18,1520122,1332751,1286073,2060109,60.95,1520122
2017-07-19,1512177,1520122,1332751,1286073,61.17,1512177
2017-07-20,2009405,1512177,1520122,1332751,60.81,2009405
2017-07-21,1283236,2009405,1512177,1520122,60.76,1283236
2017-07-24,973808,1283236,2009405,1512177,61.25,973808
2017-07-25,1691988,973808,1283236,2009405,60.38,1691988
2017-07-26,2520698,1691988,973808,1283236,59.39,2520698
2017-07-27,1944962,2520698,1691988,973808,59.6,1944962
2017-07-28,1236434,1944962,2520698,1691988,59.61,1236434
2017-07-31,1043729,1236434,1944962,2520698,59.76,1043729
2017-08-01,1324251,1043729,1236434,1944962,59.805,1324251
2017-08-02,1121566,1324251,1043729,1236434,59.52,1121566
2017-08-03,983246,1121566,1324251,1043729,59.97,983246
2017-08-04,778762,983246,1121566,1324251,60.01,778762
2017-08-07,975738,778762,983246,1121566,60.005,975738
2017-08-08,1162440,975738,778762,983246,60.08,1162440
2017-08-09,1965048,1162440,975738,778762,59.38,1965048
2017-08-10,2471473,1965048,1162440,975738,58.22,2471473
2017-08-11,1511552,2471473,1965048,1162440,58.69,1511552
2017-08-14,2409765,1511552,2471473,1965048,59.55,2409765
2017-08-15,2933295,2409765,1511552,2471473,59.11,2933295
2017-08-16,6892023,2933295,2409765,1511552,60.76,6892023
2017-08-17,3501640,6892023,2933295,2409765,60.78,3501640
2017-08-18,2357872,3501640,6892023,2933295,60.28,2357872
2017-08-21,1486144,2357872,3501640,6892023,60.96,1486144
2017-08-22,1666369,1486144,2357872,3501640,61.85,1666369
2017-08-23,1445677,1666369,1486144,2357872,62.6,1445677
2017-08-24,1584503,1445677,1666369,1486144,62.35,1584503
2017-08-25,1352761,1584503,1445677,1666369,62.67,1352761
2017-08-28,1290434,1352761,1584503,1445677,62.97,1290434
2017-08-29,1206649,1290434,1352761,1584503,63.021,1206649
2017-08-30,1072530,1206649,1290434,1352761,63.39,1072530
2017-08-31,1930071,1072530,1206649,1290434,63.9,1930071
2017-09-01,1224667,1930071,1072530,1206649,64.21,1224667
2017-09-05,910613,1224667,1930071,1072530,63.81,910613
2017-09-06,974511,910613,1224667,1930071,64.05,974511
2017-09-07,1075757,974511,910613,1224667,64.49,1075757
2017-09-08,1588439,1075757,974511,910613,64.83,1588439
2017-09-11,1770025,1588439,1075757,974511,65.38,1770025
2017-09-12,1082149,1770025,1588439,1075757,65.89,1082149
2017-09-13,2042563,1082149,1770025,1588439,65.41,2042563
2017-09-14,1481022,2042563,1082149,1770025,65.16,1481022
2017-09-15,2295974,1481022,2042563,1082149,65.62,2295974
2017-09-18,1562007,2295974,1481022,2042563,65.7,1562007
2017-09-19,1238004,1562007,2295974,1481022,66.0,1238004
2017-09-20,1186007,1238004,1562007,2295974,65.77,1186007
2017-09-21,874785,1186007,1238004,1562007,65.63,874785
2017-09-22,1296244,874785,1186007,1238004,65.71,1296244
2017-09-25,1841833,1296244,874785,1186007,64.44,1841833
2017-09-26,1615338,1841833,1296244,874785,63.91,1615338
2017-09-27,1272526,1615338,1841833,1296244,64.05,1272526
2017-09-28,1126243,1272526,1615338,1841833,63.97,1126243
2017-09-29,1672816,1126243,1272526,1615338,63.72,1672816
2017-10-02,1693854,1672816,1126243,1272526,64.21,1693854
2017-10-03,1216981,1693854,1672816,1126243,65.06,1216981
2017-10-04,745628,1216981,1693854,1672816,65.15,745628
2017-10-05,1974081,745628,1216981,1693854,65.52,1974081
2017-10-06,1405100,1974081,745628,1216981,65.66,1405100
2017-10-09,1542307,1405100,1974081,745628,66.02,1542307
2017-10-10,1143075,1542307,1405100,1974081,66.22,1143075
2017-10-11,1794800,1143075,1542307,1405100,66.34,1794800
2017-10-12,1454994,1794800,1143075,1542307,66.54,1454994
2017-10-13,943164,1454994,1794800,1143075,66.89,943164
2017-10-16,1473459,943164,1454994,1794800,66.77,1473459
2017-10-17,1711833,1473459,943164,1454994,65.99,1711833
2017-10-18,1150468,1711833,1473459,943164,66.07,1150468
2017-10-19,1359119,1150468,1711833,1473459,66.06,1359119
2017-10-20,1506112,1359119,1150468,1711833,67.07,1506112
2017-10-23,1267570,1506112,1359119,1150468,66.93,1267570
2017-10-24,1975704,1267570,1506112,1359119,66.88,1975704
2017-10-25,1590537,1975704,1267570,1506112,67.03,1590537
2017-10-26,1418152,1590537,1975704,1267570,67.2,1418152
2017-10-27,1440996,1418152,1590537,1975704,67.41,1440996
2017-10-30,846605,1440996,1418152,1590537,67.1,846605
2017-10-31,1614432,846605,1440996,1418152,67.54,1614432
2017-11-01,1357998,1614432,846605,1440996,67.84,1357998
2017-11-02,1856865,1357998,1614432,846605,67.81,1856865
2017-11-03,1072288,1856865,1357998,1614432,68.01,1072288
2017-11-06,995731,1072288,1856865,1357998,67.87,995731
2017-11-07,956466,995731,1072288,1856865,68.04,956466
2017-11-08,977616,956466,995731,1072288,67.771,977616
2017-11-09,1665042,977616,956466,995731,66.91,1665042
2017-11-10,1439275,1665042,977616,956466,69.17,1439275
2017-11-13,1536388,1439275,1665042,977616,66.25,1536388
2017-11-14,2426247,1536388,1439275,1665042,66.89,2426247
2017-11-15,2042296,2426247,1536388,1439275,66.91,2042296
2017-11-16,2300408,2042296,2426247,1536388,67.45,2300408
2017-11-17,1823122,2300408,2042296,2426247,68.29,1823122
2017-11-20,4143453,1823122,2300408,2042296,68.95,4143453
2017-11-21,5330554,4143453,1823122,2300408,67.7,5330554
2017-11-22,3041728,5330554,4143453,1823122,68.3,3041728
2017-11-24,1015411,3041728,5330554,4143453,68.78,1015411
2017-11-27,1439275,1015411,3041728,5330554,69.17,1439275
2017-11-28,2473433,1439275,1015411,3041728,69.42,2473433
2017-11-29,1904175,2473433,1439275,1015411,68.45,1904175
2017-11-30,1922514,1904175,2473433,1439275,68.21,1922514
2017-12-01,2516564,1922514,1904175,2473433,67.23,2516564
2017-12-04,2899424,2516564,1922514,1904175,66.18,2899424
2017-12-05,2383974,2899424,2516564,1922514,65.73,2383974
2017-12-06,1690108,2383974,2899424,2516564,65.601,1690108
2017-12-07,2294513,1690108,2383974,2899424,65.77,2294513
2017-12-08,2195577,2294513,1690108,2383974,66.6523,2195577
2017-12-11,2438556,2195577,2294513,1690108,66.48,2438556
2017-12-12,2180984,2438556,2195577,2294513,66.5,2180984
2017-12-13,1684618,2180984,2438556,2195577,66.64,1684618
2017-12-14,1774564,1684618,2180984,2438556,66.37,1774564
2017-12-15,2871925,1774564,1684618,2180984,66.69,2871925
2017-12-18,2306264,2871925,1774564,1684618,67.48,2306264
2017-12-19,1469439,2306264,2871925,1774564,67.49,1469439
2017-12-20,1363529,1469439,2306264,2871925,67.16,1363529
2017-12-21,1502218,1363529,1469439,2306264,67.2679,1502218
2017-12-22,1221315,1502218,1363529,1469439,66.86,1221315
2017-12-26,532863,1221315,1502218,1363529,67.05,532863
2017-12-27,1038585,532863,1221315,1502218,67.15,1038585
2017-12-28,607022,1038585,532863,1221315,67.02,607022
2017-12-29,1064895,607022,1038585,532863,66.93,1064895
2018-01-02,1047830,1064895,607022,1038585,67.34,1047830
2018-01-03,1698899,1047830,1064895,607022,67.6,1698899
2018-01-04,2231534,1698899,1047830,1064895,68.78,2231534
2018-01-05,1632512,2231534,1698899,1047830,68.73,1632512
2018-01-08,1613911,1632512,2231534,1698899,69.545,1613911
2018-01-09,2666711,1613911,1632512,2231534,70.17,2666711
