date,volume_t-1,low_t-18,volume_t-2,volume_t-4,volume_t-11,volume
2014-10-15,4723905,57.27,3972861,5133638,2481276,4723905
2014-10-16,5362096,56.91,4723905,2527277,1708052,5362096
2014-10-17,3810818,56.78,5362096,3972861,1577280,3810818
2014-10-20,4942206,56.89,3810818,4723905,1157370,4942206
2014-10-21,2231876,56.07,4942206,5362096,1515558,2231876
2014-10-22,2161086,55.92,2231876,3810818,2124682,2161086
2014-10-23,1754719,56.82,2161086,4942206,2526263,1754719
2014-10-24,1508194,56.18,1754719,2231876,5133638,1508194
2014-10-27,1105293,55.29,1508194,2161086,2527277,1105293
2014-10-28,1714329,56.16,1105293,1754719,3972861,1714329
2014-10-29,1484268,56.43,1714329,1508194,4723905,1484268
2014-10-30,2504261,55.0,1484268,1105293,5362096,2504261
2014-10-31,2087828,54.8,2504261,1714329,3810818,2087828
2014-11-03,4559916,55.03,2087828,1484268,4942206,4559916
2014-11-04,5765189,53.42,4559916,2504261,2231876,5765189
2014-11-05,2341387,52.73,5765189,2087828,2161086,2341387
2014-11-06,2968264,51.77,2341387,4559916,1754719,2968264
2014-11-07,2458734,49.8,2968264,5765189,1508194,2458734
2014-11-10,2583931,50.55,2458734,2341387,1105293,2583931
2014-11-11,2163823,52.02,2583931,2968264,1714329,2163823
2014-11-12,2504261,50.86,2163823,2458734,1484268,2504261
2014-11-13,1805461,52.86,2504261,2583931,2504261,1805461
2014-11-14,1331282,52.99,1805461,2163823,2087828,1331282
2014-11-17,2697164,53.59,1331282,2504261,4559916,2697164
2014-11-18,5891377,53.51,2697164,1805461,5765189,5891377
2014-11-19,4012147,53.6,5891377,1331282,2341387,4012147
2014-11-20,2303826,53.88,4012147,2697164,2968264,2303826
2014-11-21,5306170,54.13,2303826,5891377,2458734,5306170
2014-11-24,2122424,53.75,5306170,4012147,2583931,2122424
2014-11-25,2713879,54.85,2122424,2303826,2163823,2713879
2014-11-26,1752695,39.49,2713879,5306170,2504261,1752695
2014-11-28,1091780,39.84,1752695,2122424,1805461,1091780
2014-12-01,4411159,39.98,1091780,2713879,1331282,4411159
2014-12-02,2014436,40.26,4411159,1752695,2697164,2014436
2014-12-03,2250275,40.86,2014436,1091780,5891377,2250275
2014-12-04,1346823,40.88,2250275,4411159,4012147,1346823
2014-12-05,1019549,41.34,1346823,2014436,2303826,1019549
2014-12-08,1425753,41.02,1019549,2250275,5306170,1425753
2014-12-09,1803210,41.26,1425753,1346823,2122424,1803210
2014-12-10,2654911,41.29,1803210,1019549,2713879,2654911
2014-12-11,1640864,41.21,2654911,1425753,1752695,1640864
2014-12-12,2335765,40.05,1640864,1803210,1091780,2335765
2014-12-15,4510349,40.7,2335765,2654911,4411159,4510349
2014-12-16,3849394,40.56,4510349,1640864,2014436,3849394
2014-12-17,3508188,41.7,3849394,2335765,2250275,3508188
2014-12-18,3104066,41.99,3508188,4510349,1346823,3104066
2014-12-19,3736336,42.31,3104066,3849394,1019549,3736336
2014-12-22,1590221,42.53,3736336,3508188,1425753,1590221
2014-12-23,1872341,42.59,1590221,3104066,1803210,1872341
2014-12-24,1426901,41.58,1872341,3736336,2654911,1426901
2014-12-26,588034,41.55,1426901,1590221,1640864,588034
2014-12-29,976423,41.82,588034,1872341,2335765,976423
2014-12-30,1323452,42.02,976423,1426901,4510349,1323452
2014-12-31,1423993,42.08,1323452,588034,3849394,1423993
2015-01-02,1530798,41.415,1423993,976423,3508188,1530798
2015-01-05,2042240,40.98,1530798,1323452,3104066,2042240
2015-01-06,2084562,40.31,2042240,1423993,3736336,2084562
2015-01-07,3359660,40.49,2084562,1530798,1590221,3359660
2015-01-08,2116341,39.71,3359660,2042240,1872341,2116341
2015-01-09,1644939,38.65,2116341,2084562,1426901,1644939
2015-01-12,2771191,38.1,1644939,3359660,588034,2771191
2015-01-13,2013474,38.09,2771191,2116341,976423,2013474
2015-01-14,5134006,40.11,2013474,1644939,1323452,5134006
2015-01-15,2630296,40.86,5134006,2771191,1423993,2630296
2015-01-16,3003980,41.38,2630296,2013474,1530798,3003980
2015-01-20,5033605,41.36,3003980,5134006,2042240,5033605
2015-01-21,2721609,40.96,5033605,2630296,2084562,2721609
2015-01-22,4856573,41.29,2721609,3003980,3359660,4856573
2015-01-23,1519250,41.312,4856573,5033605,2116341,1519250
2015-01-26,1511214,41.14,1519250,2721609,1644939,1511214
2015-01-27,1703508,40.9,1511214,4856573,2771191,1703508
2015-01-28,2033523,40.37,1703508,1519250,2013474,2033523
2015-01-29,2329983,39.7,2033523,1511214,5134006,2329983
2015-01-30,3054313,39.02,2329983,1703508,2630296,3054313
2015-02-02,2508493,39.29,3054313,2033523,3003980,2508493
2015-02-03,2950375,40.18,2508493,2329983,5033605,2950375
2015-02-04,2567439,40.29,2950375,3054313,2721609,2567439
2015-02-05,1826367,39.95,2567439,2508493,4856573,1826367
2015-02-06,2697212,39.33,1826367,2950375,1519250,2697212
2015-02-09,3586102,38.21,2697212,2567439,1511214,3586102
2015-02-10,1408747,37.99,3586102,1826367,1703508,1408747
2015-02-11,3337005,37.76,1408747,2697212,2033523,3337005
2015-02-12,1317705,37.76,3337005,3586102,2329983,1317705
2015-02-13,2211931,37.68,1317705,1408747,3054313,2211931
2015-02-17,2875788,38.12,2211931,3337005,2508493,2875788
2015-02-18,9007218,38.76,2875788,1317705,2950375,9007218
2015-02-19,3737331,38.47,9007218,2211931,2567439,3737331
2015-02-20,2971880,38.58,3737331,2875788,1826367,2971880
2015-02-23,1967913,37.96,2971880,9007218,2697212,1967913
2015-02-24,1922102,37.69,1967913,3737331,3586102,1922102
2015-02-25,2343479,37.71,1922102,2971880,1408747,2343479
2015-02-26,1505418,37.71,2343479,1967913,3337005,1505418
2015-02-27,1676351,38.92,1505418,1922102,1317705,1676351
2015-03-02,1847082,38.82,1676351,2343479,2211931,1847082
2015-03-03,1635437,39.22,1847082,1505418,2875788,1635437
2015-03-04,1305992,39.225,1635437,1676351,9007218,1305992
2015-03-05,1376468,38.95,1305992,1847082,3737331,1376468
2015-03-06,1528564,38.78,1376468,1635437,2971880,1528564
2015-03-09,1492378,39.2326,1528564,1305992,1967913,1492378
2015-03-10,1961299,39.53,1492378,1376468,1922102,1961299
2015-03-11,2064355,39.91,1961299,1528564,2343479,2064355
2015-03-12,2719895,39.76,2064355,1492378,1505418,2719895
2015-03-13,4704560,40.91,2719895,1961299,1676351,4704560
2015-03-16,2551437,41.04,4704560,2064355,1847082,2551437
2015-03-17,1504881,40.88,2551437,2719895,1635437,1504881
2015-03-18,1295556,41.49,1504881,4704560,1305992,1295556
2015-03-19,1085684,41.6,1295556,2551437,1376468,1085684
2015-03-20,2315472,42.09,1085684,1504881,1528564,2315472
2015-03-23,1835393,42.0,2315472,1295556,1492378,1835393
2015-03-24,3625952,42.045,1835393,1085684,1961299,3625952
2015-03-25,2776181,42.34,3625952,2315472,2064355,2776181
2015-03-26,1573740,42.14,2776181,1835393,2719895,1573740
2015-03-27,1932749,41.73,1573740,3625952,4704560,1932749
2015-03-30,2064181,41.84,1932749,2776181,2551437,2064181
2015-03-31,1659179,41.49,2064181,1573740,1504881,1659179
2015-04-01,2170331,41.435,1659179,1932749,1295556,2170331
2015-04-02,2135918,40.63,2170331,2064181,1085684,2135918
2015-04-06,2379808,40.67,2135918,1659179,2315472,2379808
2015-04-07,3072418,40.97,2379808,2170331,1835393,3072418
2015-04-08,2443178,40.515,3072418,2135918,3625952,2443178
2015-04-09,1332519,41.11,2443178,2379808,2776181,1332519
2015-04-10,3370597,41.06,1332519,3072418,1573740,3370597
2015-04-13,3708641,41.17,3370597,2443178,1932749,3708641
2015-04-14,1777705,41.82,3708641,1332519,2064181,1777705
2015-04-15,1445622,42.2,1777705,3370597,1659179,1445622
2015-04-16,1070232,42.0,1445622,3708641,2170331,1070232
2015-04-17,2333369,41.01,1070232,1777705,2135918,2333369
2015-04-20,1410574,40.79,2333369,1445622,2379808,1410574
2015-04-21,1719710,40.3703,1410574,1070232,3072418,1719710
2015-04-22,2726140,40.58,1719710,2333369,2443178,2726140
2015-04-23,3973179,41.32,2726140,1410574,1332519,3973179
2015-04-24,2200155,41.102,3973179,1719710,3370597,2200155
2015-04-27,2298298,40.72,2200155,2726140,3708641,2298298
2015-04-28,1803453,41.33,2298298,3973179,1777705,1803453
2015-04-29,2160963,41.51,1803453,2200155,1445622,2160963
2015-04-30,1726312,41.87,2160963,2298298,1070232,1726312
2015-05-01,1880177,42.025,1726312,1803453,2333369,1880177
2015-05-04,1073820,42.07,1880177,2160963,1410574,1073820
2015-05-05,1254801,42.57,1073820,1726312,1719710,1254801
2015-05-06,934611,42.99,1254801,1880177,2726140,934611
2015-05-07,999682,42.58,934611,1073820,3973179,999682
2015-05-08,1034717,43.18,999682,1254801,2200155,1034717
2015-05-11,975490,43.06,1034717,934611,2298298,975490
2015-05-12,2617833,42.6,975490,999682,1803453,2617833
2015-05-13,1992774,43.15,2617833,1034717,2160963,1992774
2015-05-14,2883667,42.87,1992774,975490,1726312,2883667
2015-05-15,2147413,42.37,2883667,2617833,1880177,2147413
2015-05-18,1966147,42.24,2147413,1992774,1073820,1966147
2015-05-19,5277345,42.42,1966147,2883667,1254801,5277345
2015-05-20,2652326,41.965,5277345,2147413,934611,2652326
2015-05-21,2126257,41.57,2652326,1966147,999682,2126257
2015-05-22,1484752,41.44,2126257,5277345,1034717,1484752
2015-05-26,1919645,41.11,1484752,2652326,975490,1919645
2015-05-27,2507443,41.24,1919645,2126257,2617833,2507443
2015-05-28,3347403,41.7,2507443,1484752,1992774,3347403
2015-05-29,5022554,41.455,3347403,1919645,2883667,5022554
2015-06-01,2440065,41.36,5022554,2507443,2147413,2440065
2015-06-02,2947454,41.31,2440065,3347403,1966147,2947454
2015-06-03,2722286,42.21,2947454,5022554,5277345,2722286
2015-06-04,4091870,42.39,2722286,2440065,2652326,4091870
2015-06-05,1760467,41.5,4091870,2947454,2126257,1760467
2015-06-08,1353411,41.71,1760467,2722286,1484752,1353411
2015-06-09,1439015,41.87,1353411,4091870,1919645,1439015
2015-06-10,1789330,41.99,1439015,1760467,2507443,1789330
2015-06-11,1576987,41.98,1789330,1353411,3347403,1576987
2015-06-12,2769551,41.5,1576987,1439015,5022554,2769551
2015-06-15,2361878,42.43,2769551,1789330,2440065,2361878
2015-06-16,1422563,42.2,2361878,1576987,2947454,1422563
2015-06-17,1519421,42.07,1422563,2769551,2722286,1519421
2015-06-18,1865267,41.985,1519421,2361878,4091870,1865267
2015-06-19,2658779,42.1,1865267,1422563,1760467,2658779
2015-06-22,3909250,41.35,2658779,1519421,1353411,3909250
2015-06-23,2053553,40.82,3909250,1865267,1439015,2053553
2015-06-24,6127695,40.85,2053553,2658779,1789330,6127695
2015-06-25,5265822,40.67,6127695,3909250,1576987,5265822
2015-06-26,3350458,40.94,5265822,2053553,2769551,3350458
2015-06-29,2516360,40.01,3350458,6127695,2361878,2516360
2015-06-30,3037436,40.2,2516360,5265822,1422563,3037436
2015-07-01,4486572,39.91,3037436,3350458,1519421,4486572
2015-07-02,2160799,39.8303,4486572,2516360,1865267,2160799
2015-07-06,2509428,40.27,2160799,3037436,2658779,2509428
2015-07-07,2927761,40.29,2509428,4486572,3909250,2927761
2015-07-08,3390976,39.735,2927761,2160799,2053553,3390976
2015-07-09,2237945,39.25,3390976,2509428,6127695,2237945
2015-07-10,2107093,39.38,2237945,2927761,5265822,2107093
2015-07-13,1579730,39.32,2107093,3390976,3350458,1579730
2015-07-14,2801301,39.72,1579730,2237945,2516360,2801301
2015-07-15,2247745,39.49,2801301,2107093,3037436,2247745
2015-07-16,1826485,39.73,2247745,1579730,4486572,1826485
2015-07-17,2412373,39.42,1826485,2801301,2160799,2412373
2015-07-20,1155252,39.025,2412373,2247745,2509428,1155252
2015-07-21,1160904,39.38,1155252,1826485,2927761,1160904
2015-07-22,2949376,39.775,1160904,2412373,3390976,2949376
2015-07-23,1708801,38.74,2949376,1155252,2237945,1708801
2015-07-24,1844946,38.48,1708801,1160904,2107093,1844946
2015-07-27,5261424,38.75,1844946,2949376,1579730,5261424
2015-07-28,2768225,39.15,5261424,1708801,2801301,2768225
2015-07-29,2014066,39.08,2768225,1844946,2247745,2014066
2015-07-30,2440415,39.1359,2014066,5261424,1826485,2440415
2015-07-31,2247715,38.71,2440415,2768225,2412373,2247715
2015-08-03,2104591,38.91,2247715,2014066,1155252,2104591
2015-08-04,1448062,39.155,2104591,2440415,1160904,1448062
2015-08-05,949479,39.54,1448062,2247715,2949376,949479
2015-08-06,1932226,39.89,949479,2104591,1708801,1932226
2015-08-07,1513076,40.02,1932226,1448062,1844946,1513076
2015-08-10,1554542,40.12,1513076,949479,5261424,1554542
2015-08-11,1575708,39.84,1554542,1932226,2768225,1575708
2015-08-12,3440282,39.95,1575708,1513076,2014066,3440282
2015-08-13,2848895,39.54,3440282,1554542,2440415,2848895
2015-08-14,2632739,39.29,2848895,1575708,2247715,2632739
2015-08-17,3302058,40.01,2632739,3440282,2104591,3302058
2015-08-18,6416891,39.22,3302058,2848895,1448062,6416891
2015-08-19,2730429,38.61,6416891,2632739,949479,2730429
2015-08-20,2145028,39.5,2730429,3302058,1932226,2145028
2015-08-21,3828206,40.24,2145028,6416891,1513076,3828206
2015-08-24,4114990,40.07,3828206,2730429,1554542,4114990
2015-08-25,3802732,40.78,4114990,2145028,1575708,3802732
2015-08-26,3233814,40.58,3802732,3828206,3440282,3233814
2015-08-27,2406297,40.55,3233814,4114990,2848895,2406297
2015-08-28,1783861,40.69,2406297,3802732,2632739,1783861
2015-08-31,2554666,39.91,1783861,3233814,3302058,2554666
2015-09-01,2954093,39.63,2554666,2406297,6416891,2954093
2015-09-02,2119191,40.16,2954093,1783861,2730429,2119191
2015-09-03,2140822,39.3,2119191,2554666,2145028,2140822
2015-09-04,2819027,38.27,2140822,2954093,3828206,2819027
2015-09-08,1787408,38.46,2819027,2119191,4114990,1787408
2015-09-09,1885293,38.32,1787408,2140822,3802732,1885293
2015-09-10,1628726,38.12,1885293,2819027,3233814,1628726
2015-09-11,1443721,39.0,1628726,1787408,2406297,1443721
2015-09-14,2223319,38.3,1443721,1885293,1783861,2223319
2015-09-15,1752721,37.5,2223319,1628726,2554666,1752721
2015-09-16,2130117,36.175,1752721,1443721,2954093,2130117
2015-09-17,1819067,33.57,2130117,2223319,2119191,1819067
2015-09-18,3352296,34.3,1819067,1752721,2140822,3352296
2015-09-21,2640363,34.47,3352296,2130117,2819027,2640363
2015-09-22,2283337,35.89,2640363,1819067,1787408,2283337
2015-09-23,1962552,36.15,2283337,3352296,1885293,1962552
2015-09-24,2028940,35.95,1962552,2640363,1628726,2028940
2015-09-25,2730672,34.57,2028940,2283337,1443721,2730672
2015-09-28,2615440,34.88,2730672,1962552,2223319,2615440
2015-09-29,2252364,35.525,2615440,2028940,1752721,2252364
2015-09-30,2545749,34.9,2252364,2730672,2130117,2545749
2015-10-01,3011460,35.51,2545749,2615440,1819067,3011460
2015-10-02,3519448,35.44,3011460,2252364,3352296,3519448
2015-10-05,1675429,35.44,3519448,2545749,2640363,1675429
2015-10-06,1833679,35.44,1675429,3011460,2283337,1833679
2015-10-07,3089575,35.32,1833679,3519448,1962552,3089575
2015-10-08,2598314,35.51,3089575,1675429,2028940,2598314
2015-10-09,3232938,36.06,2598314,1833679,2730672,3232938
2015-10-12,1349866,36.29,3232938,3089575,2615440,1349866
2015-10-13,2383212,35.585,1349866,2598314,2252364,2383212
2015-10-14,1647407,35.41,2383212,3232938,2545749,1647407
2015-10-15,1432995,34.94,1647407,1349866,3011460,1432995
2015-10-16,1754319,34.81,1432995,2383212,3519448,1754319
2015-10-19,3685845,34.15,1754319,1647407,1675429,3685845
2015-10-20,2635777,34.1,3685845,1432995,1833679,2635777
2015-10-21,2886412,33.32,2635777,1754319,3089575,2886412
2015-10-22,3696278,33.245,2886412,3685845,2598314,3696278
2015-10-23,2732645,33.67,3696278,2635777,3232938,2732645
2015-10-26,1948411,33.48,2732645,2886412,1349866,1948411
2015-10-27,2557172,33.115,1948411,3696278,2383212,2557172
2015-10-28,1780126,34.84,2557172,2732645,1647407,1780126
2015-10-29,1352267,34.53,1780126,1948411,1432995,1352267
2015-10-30,2194619,35.1,1352267,2557172,1754319,2194619
2015-11-02,1810869,35.34,2194619,1780126,3685845,1810869
2015-11-03,1485779,35.88,1810869,1352267,2635777,1485779
2015-11-04,1569620,35.86,1485779,2194619,2886412,1569620
2015-11-05,1419963,35.53,1569620,1810869,3696278,1419963
2015-11-06,1964478,34.97,1419963,1485779,2732645,1964478
2015-11-09,3109588,34.79,1964478,1569620,1948411,3109588
2015-11-10,4339800,35.37,3109588,1419963,2557172,4339800
2015-11-11,1969168,35.59,4339800,1964478,1780126,1969168
2015-11-12,3096336,36.03,1969168,3109588,1352267,3096336
2015-11-13,3335092,35.8,3096336,4339800,2194619,3335092
2015-11-16,2490208,36.0,3335092,1969168,1810869,2490208
2015-11-17,7679493,36.18,2490208,3096336,1485779,7679493
2015-11-18,6589609,36.686,7679493,3335092,1569620,6589609
2015-11-19,7275136,36.465,6589609,2490208,1419963,7275136
2015-11-20,5447723,36.77,7275136,7679493,1964478,5447723
2015-11-23,6474141,37.28,5447723,6589609,3109588,6474141
2015-11-24,5669066,37.68,6474141,7275136,4339800,5669066
2015-11-25,3797067,37.8,5669066,5447723,1969168,3797067
2015-11-27,1935738,38.16,3797067,6474141,3096336,1935738
2015-11-30,3208114,38.0,1935738,5669066,3335092,3208114
2015-12-01,7989220,37.93,3208114,3797067,2490208,7989220
2015-12-02,4713210,37.98,7989220,1935738,7679493,4713210
2015-12-03,3314529,37.48,4713210,3208114,6589609,3314529
2015-12-04,2519309,37.69,3314529,7989220,7275136,2519309
2015-12-07,2004492,37.65,2519309,4713210,5447723,2004492
2015-12-08,4331832,37.24,2004492,3314529,6474141,4331832
2015-12-09,4133291,36.63,4331832,2519309,5669066,4133291
2015-12-10,3709240,36.6,4133291,2004492,3797067,3709240
2015-12-11,2634362,36.5,3709240,4331832,1935738,2634362
2015-12-14,2310538,38.36,2634362,4133291,3208114,2310538
2015-12-15,2195375,38.31,2310538,3709240,7989220,2195375
2015-12-16,2582642,38.52,2195375,2634362,4713210,2582642
2015-12-17,2218837,39.14,2582642,2310538,3314529,2218837
2015-12-18,3364796,39.73,2218837,2195375,2519309,3364796
2015-12-21,1735159,40.47,3364796,2582642,2004492,1735159
2015-12-22,1643172,41.16,1735159,2218837,4331832,1643172
2015-12-23,1510716,41.61,1643172,3364796,4133291,1510716
2015-12-24,874549,41.04,1510716,1735159,3709240,874549
2015-12-28,1458242,40.37,874549,1643172,2634362,1458242
2015-12-29,1757360,39.95,1458242,1510716,2310538,1757360
2015-12-30,834358,40.13,1757360,874549,2195375,834358
2015-12-31,1450968,40.54,834358,1458242,2582642,1450968
2016-01-04,3287335,40.42,1450968,1757360,2218837,3287335
2016-01-05,2587246,40.9125,3287335,834358,3364796,2587246
2016-01-06,2103619,40.65,2587246,1450968,1735159,2103619
2016-01-07,3504314,40.055,2103619,3287335,1643172,3504314
2016-01-08,3736768,39.9,3504314,2587246,1510716,3736768
2016-01-11,2818611,40.56,3736768,2103619,874549,2818611
2016-01-12,1989379,40.67,2818611,3504314,1458242,1989379
2016-01-13,4206638,40.77,1989379,3736768,1757360,4206638
2016-01-14,2893372,40.08,4206638,2818611,834358,2893372
2016-01-15,2994386,40.44,2893372,1989379,1450968,2994386
2016-01-19,2506559,40.715,2994386,4206638,3287335,2506559
2016-01-20,2469088,41.39,2506559,2893372,2587246,2469088
2016-01-21,2298372,41.67,2469088,2994386,2103619,2298372
2016-01-22,1834467,41.52,2298372,2506559,3504314,1834467
2016-01-25,1831240,41.9201,1834467,2469088,3736768,1831240
2016-01-26,1755032,42.01,1831240,2298372,2818611,1755032
2016-01-27,1479446,41.715,1755032,1834467,1989379,1479446
2016-01-28,3479452,40.34,1479446,1831240,4206638,3479452
2016-01-29,2959863,40.34,3479452,1755032,2893372,2959863
2016-02-01,2666567,40.05,2959863,1479446,2994386,2666567
2016-02-02,1742325,38.81,2666567,3479452,2506559,1742325
2016-02-03,2128426,38.465,1742325,2959863,2469088,2128426
2016-02-04,2833492,37.41,2128426,2666567,2298372,2833492
2016-02-05,4424609,37.6462,2833492,1742325,1834467,4424609
2016-02-08,3888601,36.715,4424609,2128426,1831240,3888601
2016-02-09,3464464,36.55,3888601,2833492,1755032,3464464
2016-02-10,3169951,36.55,3464464,4424609,1479446,3169951
2016-02-11,3224004,36.79,3169951,3888601,3479452,3224004
2016-02-12,3923627,36.13,3224004,3464464,2959863,3923627
2016-02-16,2903649,36.81,3923627,3169951,2666567,2903649
2016-02-17,5382312,37.58,2903649,3224004,1742325,5382312
2016-02-18,2231481,37.4,5382312,3923627,2128426,2231481
2016-02-19,2339426,37.36,2231481,2903649,2833492,2339426
2016-02-22,1792962,36.81,2339426,5382312,4424609,1792962
2016-02-23,1282290,36.01,1792962,2231481,3888601,1282290
2016-02-24,1454952,36.31,1282290,2339426,3464464,1454952
2016-02-25,1453515,37.0,1454952,1792962,3169951,1453515
2016-02-26,944266,36.95,1453515,1282290,3224004,944266
2016-02-29,2187500,36.29,944266,1454952,3923627,2187500
2016-03-01,2760200,36.97,2187500,1453515,2903649,2760200
2016-03-02,3612508,35.83,2760200,944266,5382312,3612508
2016-03-03,946823,34.39,3612508,2187500,2231481,946823
2016-03-04,1124968,34.15,946823,2760200,2339426,1124968
2016-03-07,1221574,35.53,1124968,3612508,1792962,1221574
2016-03-08,1801486,34.935,1221574,946823,1282290,1801486
2016-03-09,1614633,35.52,1801486,1124968,1454952,1614633
2016-03-10,1614998,36.4,1614633,1221574,1453515,1614998
2016-03-11,1517348,34.75,1614998,1801486,944266,1517348
2016-03-14,929638,37.09,1517348,1614633,2187500,929638
2016-03-15,1059439,36.85,929638,1614998,2760200,1059439
2016-03-16,1956125,37.78,1059439,1517348,3612508,1956125
2016-03-17,1895669,36.95,1956125,929638,946823,1895669
2016-03-18,2504361,36.47,1895669,1059439,1124968,2504361
2016-03-21,2172615,36.96,2504361,1956125,1221574,2172615
2016-03-22,1552312,37.44,2172615,1895669,1801486,1552312
2016-03-23,1554822,37.33,1552312,2504361,1614633,1554822
2016-03-24,993627,37.61,1554822,2172615,1614998,993627
2016-03-28,1272724,38.41,993627,1552312,1517348,1272724
2016-03-29,1091198,38.74,1272724,1554822,929638,1091198
2016-03-30,783495,39.03,1091198,993627,1059439,783495
2016-03-31,3143468,38.96,783495,1272724,1956125,3143468
2016-04-01,2857844,38.01,3143468,1091198,1895669,2857844
2016-04-04,2958061,37.96,2857844,783495,2504361,2958061
2016-04-05,1900659,37.62,2958061,3143468,2172615,1900659
2016-04-06,1566612,38.32,1900659,2857844,1552312,1566612
2016-04-07,1373839,38.41,1566612,2958061,1554822,1373839
2016-04-08,1106293,38.08,1373839,1900659,993627,1106293
2016-04-11,1049336,38.02,1106293,1566612,1272724,1049336
2016-04-12,992495,38.59,1049336,1373839,1091198,992495
2016-04-13,2495340,39.27,992495,1106293,783495,2495340
2016-04-14,1347753,39.64,2495340,1049336,3143468,1347753
2016-04-15,1442264,39.445,1347753,992495,2857844,1442264
2016-04-18,1536678,39.37,1442264,2495340,2958061,1536678
2016-04-19,1640774,38.89,1536678,1347753,1900659,1640774
2016-04-20,1243893,39.14,1640774,1442264,1566612,1243893
2016-04-21,1670389,39.11,1243893,1536678,1373839,1670389
2016-04-22,1396272,39.89,1670389,1640774,1106293,1396272
2016-04-25,1500449,39.66,1396272,1243893,1049336,1500449
2016-04-26,1868970,39.5,1500449,1670389,992495,1868970
2016-04-27,1189462,39.8,1868970,1396272,2495340,1189462
2016-04-28,1549792,39.19,1189462,1500449,1347753,1549792
2016-04-29,2028332,39.17,1549792,1868970,1442264,2028332
2016-05-02,1285318,39.25,2028332,1189462,1536678,1285318
2016-05-03,1333991,39.4,1285318,1549792,1640774,1333991
2016-05-04,1602991,39.35,1333991,2028332,1243893,1602991
2016-05-05,1083956,39.34,1602991,1285318,1670389,1083956
2016-05-06,1403483,39.5,1083956,1333991,1396272,1403483
2016-05-09,1741539,40.53,1403483,1602991,1500449,1741539
2016-05-10,2094305,40.625,1741539,1083956,1868970,2094305
2016-05-11,3328961,40.61,2094305,1403483,1189462,3328961
2016-05-12,2504924,41.13,3328961,1741539,1549792,2504924
2016-05-13,2430565,41.3,2504924,2094305,2028332,2430565
2016-05-16,3979321,41.42,2430565,3328961,1285318,3979321
2016-05-17,7130371,41.55,3979321,2504924,1333991,7130371
2016-05-18,3476470,41.53,7130371,2430565,1602991,3476470
2016-05-19,3660160,41.26,3476470,3979321,1083956,3660160
2016-05-20,2567686,41.04,3660160,7130371,1403483,2567686
2016-05-23,1689755,41.06,2567686,3476470,1741539,1689755
2016-05-24,3236305,40.26,1689755,3660160,2094305,3236305
2016-05-25,2352424,41.13,3236305,2567686,3328961,2352424
2016-05-26,2569626,40.91,2352424,1689755,2504924,2569626
