date,volume_t-1,low_t-18,volume_t-2,volume_t-4,volume_t-11,volume
2016-05-27,1823120,40.39,2569626,3236305,2430565,1823120
2016-05-31,2256373,40.51,1823120,2352424,3979321,2256373
2016-06-01,1734386,40.72,2256373,2569626,7130371,1734386
2016-06-02,2209387,41.29,1734386,1823120,3476470,2209387
2016-06-03,2395816,41.35,2209387,2256373,3660160,2395816
2016-06-06,2359193,42.12,2395816,1734386,2567686,2359193
2016-06-07,1500872,42.42,2359193,2209387,1689755,1500872
2016-06-08,1552146,42.39,1500872,2395816,3236305,1552146
2016-06-09,1204415,42.5,1552146,2359193,2352424,1204415
2016-06-10,1261698,43.63,1204415,1500872,2569626,1261698
2016-06-13,1272833,43.99,1261698,1552146,1823120,1272833
2016-06-14,1624087,43.975,1272833,1204415,2256373,1624087
2016-06-15,2029194,44.69,1624087,1261698,1734386,2029194
2016-06-16,1784741,44.53,2029194,1272833,2209387,1784741
2016-06-17,3434813,44.7,1784741,1624087,2395816,3434813
2016-06-20,3161329,45.12,3434813,2029194,2359193,3161329
2016-06-21,2112964,45.2,3161329,1784741,1500872,2112964
2016-06-22,2412064,45.37,2112964,3434813,1552146,2412064
2016-06-23,1487938,45.575,2412064,3161329,1204415,1487938
2016-06-24,5263644,45.45,1487938,2112964,1261698,5263644
2016-06-27,4328364,45.82,5263644,2412064,1272833,4328364
2016-06-28,4300845,45.19,4328364,1487938,1624087,4300845
2016-06-29,2402578,45.72,4300845,5263644,2029194,2402578
2016-06-30,2181066,45.6099,2402578,4328364,1784741,2181066
2016-07-01,1591476,45.71,2181066,4300845,3434813,1591476
2016-07-05,1813468,45.88,1591476,2402578,3161329,1813468
2016-07-06,2312133,45.19,1813468,2181066,2112964,2312133
2016-07-07,1861536,44.905,2312133,1591476,2412064,1861536
2016-07-08,1838137,44.56,1861536,1813468,1487938,1838137
2016-07-11,1094683,44.9,1838137,2312133,5263644,1094683
2016-07-12,2237748,44.585,1094683,1861536,4328364,2237748
2016-07-13,1852475,44.87,2237748,1838137,4300845,1852475
2016-07-14,1192500,45.57,1852475,1094683,2402578,1192500
2016-07-15,1202638,45.76,1192500,2237748,2181066,1202638
2016-07-18,1362884,45.945,1202638,1852475,1591476,1362884
2016-07-19,2583860,46.39,1362884,1192500,1813468,2583860
2016-07-20,2124914,43.92,2583860,1202638,2312133,2124914
2016-07-21,1226365,41.98,2124914,1362884,1861536,1226365
2016-07-22,1512440,42.155,1226365,2583860,1838137,1512440
2016-07-25,1720649,43.19,1512440,2124914,1094683,1720649
2016-07-26,1792674,43.59,1720649,1226365,2237748,1792674
2016-07-27,1572573,44.31,1792674,1512440,1852475,1572573
2016-07-28,1945517,43.63,1572573,1720649,1192500,1945517
2016-07-29,1881372,43.36,1945517,1792674,1202638,1881372
2016-08-01,1604639,44.18,1881372,1572573,1362884,1604639
2016-08-02,1595948,44.86,1604639,1945517,2583860,1595948
2016-08-03,1508868,45.35,1595948,1881372,2124914,1508868
2016-08-04,1700182,45.64,1508868,1604639,1226365,1700182
2016-08-05,1250805,46.325,1700182,1595948,1512440,1250805
2016-08-08,1311724,46.69,1250805,1508868,1720649,1311724
2016-08-09,1006170,46.55,1311724,1700182,1792674,1006170
2016-08-10,754137,46.341,1006170,1250805,1572573,754137
2016-08-11,1377024,46.49,754137,1311724,1945517,1377024
2016-08-12,1538976,46.82,1377024,1006170,1881372,1538976
2016-08-15,2323589,46.465,1538976,754137,1604639,2323589
2016-08-16,3175994,46.42,2323589,1377024,1595948,3175994
2016-08-17,3154934,45.92,3175994,1538976,1508868,3154934
2016-08-18,4660295,45.79,3154934,2323589,1700182,4660295
2016-08-19,3340438,46.73,4660295,3175994,1250805,3340438
2016-08-22,1626833,47.02,3340438,3154934,1311724,1626833
2016-08-23,1645348,47.36,1626833,4660295,1006170,1645348
2016-08-24,2634707,47.62,1645348,3340438,754137,2634707
2016-08-25,2160074,46.97,2634707,1626833,1377024,2160074
2016-08-26,1581245,46.9,2160074,1645348,1538976,1581245
2016-08-29,1332975,46.74,1581245,2634707,2323589,1332975
2016-08-30,2231203,47.1,1332975,2160074,3175994,2231203
2016-08-31,1676587,47.14,2231203,1581245,3154934,1676587
2016-09-01,1257886,47.11,1676587,1332975,4660295,1257886
2016-09-02,1424454,47.21,1257886,2231203,3340438,1424454
2016-09-06,1460928,47.47,1424454,1676587,1626833,1460928
2016-09-07,1542576,47.7,1460928,1257886,1645348,1542576
2016-09-08,884738,48.12,1542576,1424454,2634707,884738
2016-09-09,2507018,48.117,884738,1460928,2160074,2507018
2016-09-12,1835434,48.08,2507018,1542576,1581245,1835434
2016-09-13,3461832,46.09,1835434,884738,1332975,3461832
2016-09-14,1604806,46.57,3461832,2507018,2231203,1604806
2016-09-15,1733971,47.38,1604806,1835434,1676587,1733971
2016-09-16,2592850,47.68,1733971,3461832,1257886,2592850
2016-09-19,1927900,46.63,2592850,1604806,1424454,1927900
2016-09-20,2333122,46.61,1927900,1733971,1460928,2333122
2016-09-21,1612736,47.07,2333122,2592850,1542576,1612736
2016-09-22,1307074,47.31,1612736,1927900,884738,1307074
2016-09-23,1957032,47.08,1307074,2333122,2507018,1957032
2016-09-26,2639060,46.8075,1957032,1612736,1835434,2639060
2016-09-27,1587143,46.8075,2639060,1307074,3461832,1587143
2016-09-28,1502533,46.89,1587143,1957032,1604806,1502533
2016-09-29,1938218,46.72,1502533,2639060,1733971,1938218
2016-09-30,1754316,46.86,1938218,1587143,2592850,1754316
2016-10-03,1539625,46.94,1754316,1502533,1927900,1539625
2016-10-04,1763985,44.87,1539625,1938218,2333122,1763985
2016-10-05,1432268,44.47,1763985,1754316,1612736,1432268
2016-10-06,1772801,44.61,1432268,1539625,1307074,1772801
2016-10-07,1663127,44.6,1772801,1763985,1957032,1663127
2016-10-10,1544958,44.81,1663127,1432268,2639060,1544958
2016-10-11,2912537,44.74,1544958,1772801,1587143,2912537
2016-10-12,1736076,44.86,2912537,1663127,1502533,1736076
2016-10-13,1336023,45.15,1736076,1544958,1938218,1336023
2016-10-14,997137,45.41,1336023,2912537,1754316,997137
2016-10-17,1160321,46.29,997137,1736076,1539625,1160321
2016-10-18,1949108,46.31,1160321,1336023,1763985,1949108
2016-10-19,1769090,46.16,1949108,997137,1432268,1769090
2016-10-20,1493608,46.23,1769090,1160321,1772801,1493608
2016-10-21,1011340,46.52,1493608,1949108,1663127,1011340
2016-10-24,1666388,46.14,1011340,1769090,1544958,1666388
2016-10-25,3949609,46.3,1666388,1493608,2912537,3949609
2016-10-26,2146178,46.82,3949609,1011340,1736076,2146178
2016-10-27,2393625,46.67,2146178,1666388,1336023,2393625
2016-10-28,1471348,46.9275,2393625,3949609,997137,1471348
2016-10-31,1556762,46.88,1471348,2146178,1160321,1556762
2016-11-01,2133116,46.99,1556762,2393625,1949108,2133116
2016-11-02,2240428,47.55,2133116,1471348,1769090,2240428
2016-11-03,2510054,45.42,2240428,1556762,1493608,2510054
2016-11-04,2220908,45.42,2510054,2133116,1011340,2220908
2016-11-07,1723957,44.755,2220908,2240428,1666388,1723957
2016-11-08,2136740,45.08,1723957,2510054,3949609,2136740
2016-11-09,3501243,44.9999,2136740,2220908,2146178,3501243
2016-11-10,2558722,45.27,3501243,1723957,2393625,2558722
2016-11-11,2219255,45.34,2558722,2136740,1471348,2219255
2016-11-14,3443200,45.65,2219255,3501243,1556762,3443200
2016-11-15,4710170,45.29,3443200,2558722,2133116,4710170
2016-11-16,4026754,45.64,4710170,2219255,2240428,4026754
2016-11-17,2070609,43.17,4026754,3443200,2510054,2070609
2016-11-18,3148538,43.24,2070609,4710170,2220908,3148538
2016-11-21,2540067,43.35,3148538,4026754,1723957,2540067
2016-11-22,2831226,43.11,2540067,2070609,2136740,2831226
2016-11-23,1926275,43.18,2831226,3148538,3501243,1926275
2016-11-25,877140,43.14,1926275,2540067,2558722,877140
2016-11-28,2241795,43.24,877140,2831226,2219255,2241795
2016-11-29,1952118,43.18,2241795,1926275,3443200,1952118
2016-11-30,2238575,43.69,1952118,877140,4710170,2238575
2016-12-01,2823273,44.95,2238575,2241795,4026754,2823273
2016-12-02,2153515,45.32,2823273,1952118,2070609,2153515
2016-12-05,2495020,44.49,2153515,2238575,3148538,2495020
2016-12-06,1136658,46.34,2495020,2823273,2540067,1136658
2016-12-07,1815238,46.21,1136658,2153515,2831226,1815238
2016-12-08,1848936,45.18,1815238,2495020,1926275,1848936
2016-12-09,1937622,44.95,1848936,1136658,877140,1937622
2016-12-12,1851517,46.15,1937622,1815238,2241795,1851517
2016-12-13,1734678,45.55,1851517,1848936,1952118,1734678
2016-12-14,2044052,45.01,1734678,1937622,2238575,2044052
2016-12-15,1338905,44.65,2044052,1851517,2823273,1338905
2016-12-16,2103155,43.77,1338905,1734678,2153515,2103155
2016-12-19,1084164,43.97,2103155,2044052,2495020,1084164
2016-12-20,1552366,44.62,1084164,1338905,1136658,1552366
2016-12-21,1652288,43.58,1552366,2103155,1815238,1652288
2016-12-22,968296,43.52,1652288,1084164,1848936,968296
2016-12-23,727682,43.94,968296,1552366,1937622,727682
2016-12-27,1535489,42.92,727682,1652288,1851517,1535489
2016-12-28,1177275,43.27,1535489,968296,1734678,1177275
2016-12-29,891398,44.21,1177275,727682,2044052,891398
2016-12-30,1216100,44.2,891398,1535489,1338905,1216100
2017-01-03,1739726,44.11,1216100,1177275,2103155,1739726
2017-01-04,1821264,44.77,1739726,891398,1084164,1821264
2017-01-05,1503763,45.85,1821264,1216100,1552366,1503763
2017-01-06,2883483,46.11,1503763,1739726,1652288,2883483
2017-01-09,2575328,46.16,2883483,1821264,968296,2575328
2017-01-10,1560549,46.0,2575328,1503763,727682,1560549
2017-01-11,5624332,45.9201,1560549,2883483,1535489,5624332
2017-01-12,3276952,45.81,5624332,2575328,1177275,3276952
2017-01-13,1568923,45.36,3276952,1560549,891398,1568923
2017-01-17,1939449,45.54,1568923,5624332,1216100,1939449
2017-01-18,1523508,45.86,1939449,3276952,1739726,1523508
2017-01-19,1346142,45.8,1523508,1568923,1821264,1346142
2017-01-20,1701695,45.93,1346142,1939449,1503763,1701695
2017-01-23,2013878,46.32,1701695,1523508,2883483,2013878
2017-01-24,2741915,45.68,2013878,1346142,2575328,2741915
2017-01-25,3073228,45.57,2741915,1701695,1560549,3073228
2017-01-26,1895562,45.375,3073228,2013878,5624332,1895562
2017-01-27,1527822,45.74,1895562,2741915,3276952,1527822
2017-01-30,2266487,46.8162,1527822,3073228,1568923,2266487
2017-01-31,2552612,46.355,2266487,1895562,1939449,2552612
2017-02-01,2244604,46.56,2552612,1527822,1523508,2244604
2017-02-02,1352525,47.905,2244604,2266487,1346142,1352525
2017-02-03,1191855,47.82,1352525,2552612,1701695,1191855
2017-02-06,952095,47.95,1191855,2244604,2013878,952095
2017-02-07,2170720,47.98,952095,1352525,2741915,2170720
2017-02-08,2107079,48.41,2170720,1191855,3073228,2107079
2017-02-09,2557747,48.175,2107079,952095,1895562,2557747
2017-02-10,2092479,48.0,2557747,2170720,1527822,2092479
2017-02-13,1568350,47.51,2092479,2107079,2266487,1568350
2017-02-14,3546878,47.4139,1568350,2557747,2552612,3546878
2017-02-15,5724488,47.23,3546878,2092479,2244604,5724488
2017-02-16,2550439,47.05,5724488,1568350,1352525,2550439
2017-02-17,2195788,47.41,2550439,3546878,1191855,2195788
2017-02-21,2036993,47.915,2195788,5724488,952095,2036993
2017-02-22,1632886,48.3,2036993,2550439,2170720,1632886
2017-02-23,1006867,47.385,1632886,2195788,2107079,1006867
2017-02-24,1612698,48.01,1006867,2036993,2557747,1612698
2017-02-27,1195138,48.68,1612698,1632886,2092479,1195138
2017-02-28,1417772,48.47,1195138,1006867,1568350,1417772
2017-03-01,2026600,49.06,1417772,1612698,3546878,2026600
2017-03-02,1706500,48.96,2026600,1195138,5724488,1706500
2017-03-03,1824423,49.26,1706500,1417772,2550439,1824423
2017-03-06,1884477,49.23,1824423,2026600,2195788,1884477
2017-03-07,2233561,50.0,1884477,1706500,2036993,2233561
2017-03-08,1517642,50.02,2233561,1824423,1632886,1517642
2017-03-09,1259407,50.42,1517642,1884477,1006867,1259407
2017-03-10,1860508,50.09,1259407,2233561,1612698,1860508
2017-03-13,1376191,50.62,1860508,1517642,1195138,1376191
2017-03-14,1203368,50.56,1376191,1259407,1417772,1203368
2017-03-15,4117983,50.58,1203368,1860508,2026600,4117983
2017-03-16,2676915,51.17,4117983,1376191,1706500,2676915
2017-03-17,1936902,51.19,2676915,1203368,1824423,1936902
2017-03-20,1221409,51.2,1936902,4117983,1884477,1221409
2017-03-21,1492698,51.33,1221409,2676915,2233561,1492698
2017-03-22,1257072,51.46,1492698,1936902,1517642,1257072
2017-03-23,1717929,51.23,1257072,1221409,1259407,1717929
2017-03-24,2015289,51.62,1717929,1492698,1860508,2015289
2017-03-27,1446568,51.33,2015289,1257072,1376191,1446568
2017-03-28,1312688,51.15,1446568,1717929,1203368,1312688
2017-03-29,1469882,51.175,1312688,2015289,4117983,1469882
2017-03-30,1627592,50.86,1469882,1446568,2676915,1627592
2017-03-31,1705625,50.95,1627592,1312688,1936902,1705625
2017-04-03,1550227,51.13,1705625,1469882,1221409,1550227
2017-04-04,2017094,51.48,1550227,1627592,1492698,2017094
2017-04-05,1778251,51.99,2017094,1705625,1257072,1778251
2017-04-06,1548170,51.96,1778251,1550227,1717929,1548170
2017-04-07,1243550,53.02,1548170,2017094,2015289,1243550
2017-04-10,1025248,52.83,1243550,1778251,1446568,1025248
2017-04-11,1520703,52.92,1025248,1548170,1312688,1520703
2017-04-12,1258152,53.0,1520703,1243550,1469882,1258152
2017-04-13,863990,52.48,1258152,1025248,1627592,863990
2017-04-17,1569436,52.65,863990,1520703,1705625,1569436
2017-04-18,1241164,52.72,1569436,1258152,1550227,1241164
2017-04-19,2096351,52.84,1241164,863990,2017094,2096351
2017-04-20,1569985,52.42,2096351,1569436,1778251,1569985
2017-04-21,2189351,53.095,1569985,1241164,1548170,2189351
2017-04-24,2257682,52.78,2189351,2096351,1243550,2257682
2017-04-25,2181857,52.9,2257682,1569985,1025248,2181857
2017-04-26,1834961,52.81,2181857,2189351,1520703,1834961
2017-04-27,1529024,52.73,1834961,2257682,1258152,1529024
2017-04-28,3078163,52.48,1529024,2181857,863990,3078163
2017-05-01,1897018,52.695,3078163,1834961,1569436,1897018
2017-05-02,1693069,52.26,1897018,1529024,1241164,1693069
2017-05-03,1702565,52.7,1693069,3078163,2096351,1702565
2017-05-04,2615560,52.68,1702565,1897018,1569985,2615560
2017-05-05,1571536,52.37,2615560,1693069,2189351,1571536
2017-05-08,2189984,52.47,1571536,1702565,2257682,2189984
2017-05-09,1559975,52.31,2189984,2615560,2181857,1559975
2017-05-10,1566289,52.43,1559975,1571536,1834961,1566289
2017-05-11,1347633,52.68,1566289,2189984,1529024,1347633
2017-05-12,1578292,52.95,1347633,1559975,3078163,1578292
2017-05-15,1472226,52.79,1578292,1566289,1897018,1472226
2017-05-16,1032600,52.8399,1472226,1347633,1693069,1032600
2017-05-17,1839737,53.91,1032600,1578292,1702565,1839737
2017-05-18,1934996,54.51,1839737,1472226,2615560,1934996
2017-05-19,1654441,54.805,1934996,1032600,1571536,1654441
2017-05-22,4264780,54.83,1654441,1839737,2189984,4264780
2017-05-23,7510578,54.835,4264780,1934996,1559975,7510578
2017-05-24,4105470,55.36,7510578,1654441,1566289,4105470
2017-05-25,2772812,55.51,4105470,4264780,1347633,2772812
2017-05-26,1535237,55.61,2772812,7510578,1578292,1535237
2017-05-30,2576416,56.16,1535237,4105470,1472226,2576416
2017-05-31,2552411,56.59,2576416,2772812,1032600,2552411
2017-06-01,2100441,55.93,2552411,1535237,1839737,2100441
2017-06-02,1666245,56.29,2100441,2576416,1934996,1666245
2017-06-05,1473282,56.08,1666245,2552411,1654441,1473282
2017-06-06,1968022,55.8,1473282,2100441,4264780,1968022
2017-06-07,1617604,55.96,1968022,1666245,7510578,1617604
2017-06-08,3486602,56.01,1617604,1473282,4105470,3486602
2017-06-09,2352814,56.45,3486602,1968022,2772812,2352814
2017-06-12,2579658,55.67,2352814,1617604,1535237,2579658
2017-06-13,1527210,55.6,2579658,3486602,2576416,1527210
2017-06-14,1203468,55.86,1527210,2352814,2552411,1203468
2017-06-15,1092596,55.85,1203468,2579658,2100441,1092596
2017-06-16,2157514,58.0,1092596,1527210,1666245,2157514
2017-06-19,2383659,58.0725,2157514,1203468,1473282,2383659
2017-06-20,1821710,58.92,2383659,1092596,1968022,1821710
2017-06-21,2247944,59.041,1821710,2157514,1617604,2247944
2017-06-22,3473861,59.41,2247944,2383659,3486602,3473861
2017-06-23,2879785,59.45,3473861,1821710,2352814,2879785
2017-06-26,1535542,59.81,2879785,2247944,2579658,1535542
2017-06-27,1060391,60.76,1535542,3473861,1527210,1060391
2017-06-28,1191537,60.33,1060391,2879785,1203468,1191537
2017-06-29,1357538,60.1,1191537,1535542,1092596,1357538
2017-06-30,1593786,59.98,1357538,1060391,2157514,1593786
2017-07-03,1489574,59.71,1593786,1191537,2383659,1489574
2017-07-05,1638980,59.13,1489574,1357538,1821710,1638980
2017-07-06,2249516,57.92,1638980,1593786,2247944,2249516
2017-07-07,965439,58.93,2249516,1489574,3473861,965439
2017-07-10,1146033,59.05,965439,1638980,2879785,1146033
2017-07-11,2976519,58.82,1146033,2249516,1535542,2976519
2017-07-12,1439395,59.235,2976519,965439,1060391,1439395
2017-07-13,2060109,59.58,1439395,1146033,1191537,2060109
2017-07-14,1286073,60.295,2060109,2976519,1357538,1286073
2017-07-17,1332751,59.67,1286073,1439395,1593786,1332751
2017-07-18,1520122,59.61,1332751,2060109,1489574,1520122
2017-07-19,1512177,59.5001,1520122,1286073,1638980,1512177
2017-07-20,2009405,59.15,1512177,1332751,2249516,2009405
2017-07-21,1283236,58.84,2009405,1520122,965439,1283236
2017-07-24,973808,59.2,1283236,1512177,1146033,973808
2017-07-25,1691988,58.49,973808,2009405,2976519,1691988
2017-07-26,2520698,58.835,1691988,1283236,1439395,2520698
2017-07-27,1944962,59.13,2520698,973808,2060109,1944962
2017-07-28,1236434,59.19,1944962,1691988,1286073,1236434
2017-07-31,1043729,59.07,1236434,2520698,1332751,1043729
2017-08-01,1324251,59.33,1043729,1944962,1520122,1324251
2017-08-02,1121566,59.38,1324251,1236434,1512177,1121566
2017-08-03,983246,59.46,1121566,1043729,2009405,983246
2017-08-04,778762,60.16,983246,1324251,1283236,778762
2017-08-07,975738,60.67,778762,1121566,973808,975738
2017-08-08,1162440,60.915,975738,983246,1691988,1162440
2017-08-09,1965048,61.4,1162440,778762,2520698,1965048
2017-08-10,2471473,60.95,1965048,975738,1944962,2471473
2017-08-11,1511552,61.17,2471473,1162440,1236434,1511552
2017-08-14,2409765,60.81,1511552,1965048,1043729,2409765
2017-08-15,2933295,60.76,2409765,2471473,1324251,2933295
2017-08-16,6892023,61.25,2933295,1511552,1121566,6892023
2017-08-17,3501640,60.38,6892023,2409765,983246,3501640
2017-08-18,2357872,59.39,3501640,2933295,778762,2357872
2017-08-21,1486144,59.6,2357872,6892023,975738,1486144
2017-08-22,1666369,59.61,1486144,3501640,1162440,1666369
2017-08-23,1445677,59.76,1666369,2357872,1965048,1445677
2017-08-24,1584503,59.805,1445677,1486144,2471473,1584503
2017-08-25,1352761,59.52,1584503,1666369,1511552,1352761
2017-08-28,1290434,59.97,1352761,1445677,2409765,1290434
2017-08-29,1206649,60.01,1290434,1584503,2933295,1206649
2017-08-30,1072530,60.005,1206649,1352761,6892023,1072530
2017-08-31,1930071,60.08,1072530,1290434,3501640,1930071
2017-09-01,1224667,59.38,1930071,1206649,2357872,1224667
2017-09-05,910613,58.22,1224667,1072530,1486144,910613
2017-09-06,974511,58.69,910613,1930071,1666369,974511
2017-09-07,1075757,59.55,974511,1224667,1445677,1075757
2017-09-08,1588439,59.11,1075757,910613,1584503,1588439
2017-09-11,1770025,60.76,1588439,974511,1352761,1770025
2017-09-12,1082149,60.78,1770025,1075757,1290434,1082149
2017-09-13,2042563,60.28,1082149,1588439,1206649,2042563
2017-09-14,1481022,60.96,2042563,1770025,1072530,1481022
2017-09-15,2295974,61.85,1481022,1082149,1930071,2295974
2017-09-18,1562007,62.6,2295974,2042563,1224667,1562007
2017-09-19,1238004,62.35,1562007,1481022,910613,1238004
2017-09-20,1186007,62.67,1238004,2295974,974511,1186007
2017-09-21,874785,62.97,1186007,1562007,1075757,874785
2017-09-22,1296244,63.021,874785,1238004,1588439,1296244
2017-09-25,1841833,63.39,1296244,1186007,1770025,1841833
2017-09-26,1615338,63.9,1841833,874785,1082149,1615338
2017-09-27,1272526,64.21,1615338,1296244,2042563,1272526
2017-09-28,1126243,63.81,1272526,1841833,1481022,1126243
2017-09-29,1672816,64.05,1126243,1615338,2295974,1672816
2017-10-02,1693854,64.49,1672816,1272526,1562007,1693854
2017-10-03,1216981,64.83,1693854,1126243,1238004,1216981
2017-10-04,745628,65.38,1216981,1672816,1186007,745628
2017-10-05,1974081,65.89,745628,1693854,874785,1974081
2017-10-06,1405100,65.41,1974081,1216981,1296244,1405100
2017-10-09,1542307,65.16,1405100,745628,1841833,1542307
2017-10-10,1143075,65.62,1542307,1974081,1615338,1143075
2017-10-11,1794800,65.7,1143075,1405100,1272526,1794800
2017-10-12,1454994,66.0,1794800,1542307,1126243,1454994
2017-10-13,943164,65.77,1454994,1143075,1672816,943164
2017-10-16,1473459,65.63,943164,1794800,1693854,1473459
2017-10-17,1711833,65.71,1473459,1454994,1216981,1711833
2017-10-18,1150468,64.44,1711833,943164,745628,1150468
2017-10-19,1359119,63.91,1150468,1473459,1974081,1359119
2017-10-20,1506112,64.05,1359119,1711833,1405100,1506112
2017-10-23,1267570,63.97,1506112,1150468,1542307,1267570
2017-10-24,1975704,63.72,1267570,1359119,1143075,1975704
2017-10-25,1590537,64.21,1975704,1506112,1794800,1590537
2017-10-26,1418152,65.06,1590537,1267570,1454994,1418152
2017-10-27,1440996,65.15,1418152,1975704,943164,1440996
2017-10-30,846605,65.52,1440996,1590537,1473459,846605
2017-10-31,1614432,65.66,846605,1418152,1711833,1614432
2017-11-01,1357998,66.02,1614432,1440996,1150468,1357998
2017-11-02,1856865,66.22,1357998,846605,1359119,1856865
2017-11-03,1072288,66.34,1856865,1614432,1506112,1072288
2017-11-06,995731,66.54,1072288,1357998,1267570,995731
2017-11-07,956466,66.89,995731,1856865,1975704,956466
2017-11-08,977616,66.77,956466,1072288,1590537,977616
2017-11-09,1665042,65.99,977616,995731,1418152,1665042
2017-11-10,1439275,66.07,1665042,956466,1440996,1439275
2017-11-13,1536388,66.06,1439275,977616,846605,1536388
2017-11-14,2426247,67.07,1536388,1665042,1614432,2426247
2017-11-15,2042296,66.93,2426247,1439275,1357998,2042296
2017-11-16,2300408,66.88,2042296,1536388,1856865,2300408
2017-11-17,1823122,67.03,2300408,2426247,1072288,1823122
2017-11-20,4143453,67.2,1823122,2042296,995731,4143453
2017-11-21,5330554,67.41,4143453,2300408,956466,5330554
2017-11-22,3041728,67.1,5330554,1823122,977616,3041728
2017-11-24,1015411,67.54,3041728,4143453,1665042,1015411
2017-11-27,1439275,67.84,1015411,5330554,1439275,1439275
2017-11-28,2473433,67.81,1439275,3041728,1536388,2473433
2017-11-29,1904175,68.01,2473433,1015411,2426247,1904175
2017-11-30,1922514,67.87,1904175,1439275,2042296,1922514
2017-12-01,2516564,68.04,1922514,2473433,2300408,2516564
2017-12-04,2899424,67.771,2516564,1904175,1823122,2899424
2017-12-05,2383974,66.91,2899424,1922514,4143453,2383974
2017-12-06,1690108,69.17,2383974,2516564,5330554,1690108
2017-12-07,2294513,66.25,1690108,2899424,3041728,2294513
2017-12-08,2195577,66.89,2294513,2383974,1015411,2195577
2017-12-11,2438556,66.91,2195577,1690108,1439275,2438556
2017-12-12,2180984,67.45,2438556,2294513,2473433,2180984
2017-12-13,1684618,68.29,2180984,2195577,1904175,1684618
2017-12-14,1774564,68.95,1684618,2438556,1922514,1774564
2017-12-15,2871925,67.7,1774564,2180984,2516564,2871925
2017-12-18,2306264,68.3,2871925,1684618,2899424,2306264
2017-12-19,1469439,68.78,2306264,1774564,2383974,1469439
2017-12-20,1363529,69.17,1469439,2871925,1690108,1363529
2017-12-21,1502218,69.42,1363529,2306264,2294513,1502218
2017-12-22,1221315,68.45,1502218,1469439,2195577,1221315
2017-12-26,532863,68.21,1221315,1363529,2438556,532863
2017-12-27,1038585,67.23,532863,1502218,2180984,1038585
2017-12-28,607022,66.18,1038585,1221315,1684618,607022
2017-12-29,1064895,65.73,607022,532863,1774564,1064895
2018-01-02,1047830,65.601,1064895,1038585,2871925,1047830
2018-01-03,1698899,65.77,1047830,607022,2306264,1698899
2018-01-04,2231534,66.6523,1698899,1064895,1469439,2231534
2018-01-05,1632512,66.48,2231534,1047830,1363529,1632512
2018-01-08,1613911,66.5,1632512,1698899,1502218,1613911
2018-01-09,2666711,66.64,1613911,2231534,1221315,2666711
