date,open_t-13,volume_t-12,high_t-11,volume_t-11,volume_t-1,volume
2014-10-15,56.04,2120557,56.93,2481276,4723905,4723905
2014-10-16,57.21,2481276,56.24,1708052,5362096,5362096
2014-10-17,56.85,1708052,57.01,1577280,3810818,3810818
2014-10-20,56.13,1577280,57.16,1157370,4942206,4942206
2014-10-21,56.23,1157370,56.33,1515558,2231876,2231876
2014-10-22,57.06,1515558,56.52,2124682,2161086,2161086
2014-10-23,56.25,2124682,56.28,2526263,1754719,1754719
2014-10-24,55.06,2526263,55.02,5133638,1508194,1508194
2014-10-27,56.28,5133638,54.23,2527277,1105293,1105293
2014-10-28,54.91,2527277,53.39,3972861,1714329,1714329
2014-10-29,53.73,3972861,51.88,4723905,1484268,1484268
2014-10-30,53.04,4723905,52.12,5362096,2504261,2504261
2014-10-31,50.87,5362096,53.41,3810818,2087828,2087828
2014-11-03,50.78,3810818,52.38,4942206,4559916,4559916
2014-11-04,52.17,4942206,54.03,2231876,5765189,5765189
2014-11-05,52.07,2231876,53.86,2161086,2341387,2341387
2014-11-06,52.86,2161086,54.21,1754719,2968264,2968264
2014-11-07,53.77,1754719,54.11,1508194,2458734,2458734
2014-11-10,53.59,1508194,54.11,1105293,2583931,2583931
2014-11-11,53.7,1105293,54.67,1714329,2163823,2163823
2014-11-12,53.94,1714329,54.68,1484268,2504261,2504261
2014-11-13,54.12,1484268,54.38,2504261,1805461,1805461
2014-11-14,54.59,2504261,55.41,2087828,1331282,1331282
2014-11-17,53.91,2087828,41.24,4559916,2697164,2697164
2014-11-18,55.21,4559916,40.83,5765189,5891377,5891377
2014-11-19,39.9,5765189,40.67,2341387,4012147,4012147
2014-11-20,40.26,2341387,41.405,2968264,2303826,2303826
2014-11-21,40.61,2968264,41.48,2458734,5306170,5306170
2014-11-24,40.39,2458734,41.55,2583931,2122424,2122424
2014-11-25,41.39,2583931,42.11,2163823,2713879,2713879
2014-11-26,40.98,2163823,41.54,2504261,1752695,1752695
2014-11-28,41.52,2504261,41.74,1805461,1091780,1091780
2014-12-01,41.3,1805461,41.65,1331282,4411159,4411159
2014-12-02,41.55,1331282,41.7,2697164,2014436,2014436
2014-12-03,41.36,2697164,41.16,5891377,2250275,2250275
2014-12-04,41.57,5891377,41.33,4012147,1346823,1346823
2014-12-05,40.25,4012147,41.427,2303826,1019549,1019549
2014-12-08,40.82,2303826,42.38,5306170,1425753,1425753
2014-12-09,40.56,5306170,42.5,2122424,1803210,1803210
2014-12-10,41.75,2122424,42.87,2713879,2654911,2654911
2014-12-11,42.44,2713879,42.865,1752695,1640864,1640864
2014-12-12,42.33,1752695,42.985,1091780,2335765,2335765
2014-12-15,42.68,1091780,42.73,4411159,4510349,4510349
2014-12-16,42.74,4411159,42.1,2014436,3849394,3849394
2014-12-17,42.69,2014436,42.37,2250275,3508188,3508188
2014-12-18,41.6,2250275,42.68,1346823,3104066,3104066
2014-12-19,41.98,1346823,42.49,1019549,3736336,3736336
2014-12-22,42.15,1019549,42.51,1425753,1590221,1590221
2014-12-23,42.23,1425753,41.43,1803210,1872341,1872341
2014-12-24,42.23,1803210,41.36,2654911,1426901,1426901
2014-12-26,40.99,2654911,41.18,1640864,588034,588034
2014-12-29,41.36,1640864,40.62,2335765,976423,976423
2014-12-30,40.5,2335765,40.17,4510349,1323452,1323452
2014-12-31,40.2,4510349,39.48,3849394,1423993,1423993
2015-01-02,40.07,3849394,39.99,3508188,1530798,1530798
2015-01-05,38.3,3508188,40.8,3104066,2042240,2042240
2015-01-06,38.34,3104066,41.43,3736336,2084562,2084562
2015-01-07,40.48,3736336,41.88,1590221,3359660,3359660
2015-01-08,40.9,1590221,42.01,1872341,2116341,2116341
2015-01-09,41.38,1872341,41.525,1426901,1644939,1644939
2015-01-12,41.98,1426901,41.57,588034,2771191,2771191
2015-01-13,41.42,588034,41.57,976423,2013474,2013474
2015-01-14,41.34,976423,41.59,1323452,5134006,5134006
2015-01-15,41.36,1323452,41.79,1423993,2630296,2630296
2015-01-16,41.21,1423993,41.31,1530798,3003980,3003980
2015-01-20,41.39,1530798,40.46,2042240,5033605,5033605
2015-01-21,41.18,2042240,40.02,2084562,2721609,2721609
2015-01-22,40.32,2084562,39.81,3359660,4856573,4856573
2015-01-23,39.81,3359660,40.98,2116341,1519250,1519250
2015-01-26,39.52,2116341,41.0,1644939,1511214,1511214
2015-01-27,40.24,1644939,40.72,2771191,1703508,1703508
2015-01-28,41.0,2771191,40.7,2013474,2033523,2033523
2015-01-29,40.61,2013474,39.1,5134006,2329983,2329983
2015-01-30,40.47,5134006,39.408,2630296,3054313,3054313
2015-02-02,39.03,2630296,38.46,3003980,2508493,2508493
2015-02-03,39.33,3003980,38.66,5033605,2950375,2950375
2015-02-04,37.83,5033605,38.41,2721609,2567439,2567439
2015-02-05,38.43,2721609,39.86,4856573,1826367,1826367
2015-02-06,37.75,4856573,39.6,1519250,2697212,2697212
2015-02-09,38.51,1519250,39.17,1511214,3586102,3586102
2015-02-10,39.6,1511214,39.25,1703508,1408747,1408747
2015-02-11,38.79,1703508,39.05,2033523,3337005,3337005
2015-02-12,38.7,2033523,38.47,2329983,1317705,1317705
2015-02-13,39.01,2329983,38.32,3054313,2211931,2211931
2015-02-17,38.0,3054313,38.76,2508493,2875788,2875788
2015-02-18,38.01,2508493,39.63,2950375,9007218,9007218
2015-02-19,37.9,2950375,39.46,2567439,3737331,3737331
2015-02-20,39.04,2567439,39.82,1826367,2971880,2971880
2015-02-23,39.33,1826367,39.81,2697212,1967913,1967913
2015-02-24,39.22,2697212,39.43,3586102,1922102,1922102
2015-02-25,39.54,3586102,39.76,1408747,2343479,2343479
2015-02-26,39.23,1408747,39.81,3337005,1505418,1505418
2015-02-27,39.31,3337005,40.06,1317705,1676351,1676351
2015-03-02,39.64,1317705,40.31,2211931,1847082,1847082
2015-03-03,39.58,2211931,40.53,2875788,1635437,1635437
2015-03-04,39.97,2875788,42.2,9007218,1305992,1305992
2015-03-05,40.01,9007218,41.57,3737331,1376468,1376468
2015-03-06,41.12,3737331,42.11,2971880,1528564,1528564
2015-03-09,41.4,2971880,41.96,1967913,1492378,1492378
2015-03-10,41.09,1967913,42.105,1922102,1961299,1961299
2015-03-11,41.89,1922102,42.49,2343479,2064355,2064355
2015-03-12,41.62,2343479,42.38,1505418,2719895,2719895
2015-03-13,42.34,1505418,42.36,1676351,4704560,4704560
2015-03-16,42.23,1676351,42.74,1847082,2551437,2551437
2015-03-17,42.3,1847082,42.57,1635437,1504881,1504881
2015-03-18,42.34,1635437,42.16,1305992,1295556,1295556
2015-03-19,42.45,1305992,42.24,1376468,1085684,1085684
2015-03-20,41.95,1376468,42.05,1528564,2315472,2315472
2015-03-23,41.99,1528564,41.89,1492378,1835393,1835393
2015-03-24,41.95,1492378,41.27,1961299,3625952,3625952
2015-03-25,41.54,1961299,41.125,2064355,2776181,2776181
2015-03-26,41.22,2064355,41.24,2719895,1573740,1573740
2015-03-27,40.79,2719895,41.4562,4704560,1932749,1932749
2015-03-30,40.99,4704560,41.83,2551437,2064181,2064181
2015-03-31,40.96,2551437,41.69,1504881,1659179,1659179
2015-04-01,41.16,1504881,42.38,1295556,2170331,2170331
2015-04-02,41.52,1295556,42.25,1085684,2135918,2135918
2015-04-06,41.45,1085684,42.53,2315472,2379808,2379808
2015-04-07,42.05,2315472,42.44,1835393,3072418,3072418
2015-04-08,42.39,1835393,42.13,3625952,2443178,2443178
2015-04-09,42.12,3625952,41.695,2776181,1332519,1332519
2015-04-10,42.13,2776181,40.97,1573740,3370597,3370597
2015-04-13,41.17,1573740,41.18,1932749,3708641,3708641
2015-04-14,40.68,1932749,41.86,2064181,1777705,1777705
2015-04-15,40.6,2064181,41.78,1659179,1445622,1445622
2015-04-16,41.52,1659179,41.52,2170331,1070232,1070232
2015-04-17,41.28,2170331,42.13,2135918,2333369,2333369
2015-04-20,41.46,2135918,42.2,2379808,1410574,1410574
2015-04-21,41.47,2379808,42.52,3072418,1719710,1719710
2015-04-22,41.68,3072418,42.59,2443178,2726140,2726140
2015-04-23,41.94,2443178,42.59,1332519,3973179,3973179
2015-04-24,42.43,1332519,43.56,3370597,2200155,2200155
2015-04-27,42.16,3370597,43.59,3708641,2298298,2298298
2015-04-28,42.8,3708641,43.2,1777705,1803453,1803453
2015-04-29,43.59,1777705,43.56,1445622,2160963,2160963
2015-04-30,42.96,1445622,43.36,1070232,1726312,1726312
2015-05-01,43.28,1070232,43.05,2333369,1880177,1880177
2015-05-04,43.14,2333369,43.44,1410574,1073820,1073820
2015-05-05,42.74,1410574,43.5,1719710,1254801,1254801
2015-05-06,43.33,1719710,42.84,2726140,934611,934611
2015-05-07,43.42,2726140,42.86,3973179,999682,999682
2015-05-08,42.72,3973179,42.81,2200155,1034717,1034717
2015-05-11,42.42,2200155,42.77,2298298,975490,975490
2015-05-12,42.71,2298298,42.31,1803453,2617833,2617833
2015-05-13,42.74,1803453,42.2,2160963,1992774,1992774
2015-05-14,41.87,2160963,41.94,1726312,2883667,2883667
2015-05-15,42.04,1726312,41.93,1880177,2147413,2147413
2015-05-18,41.83,1880177,42.08,1073820,1966147,1966147
2015-05-19,41.41,1073820,41.85,1254801,5277345,5277345
2015-05-20,41.88,1254801,41.86,934611,2652326,2652326
2015-05-21,41.72,934611,41.85,999682,2126257,2126257
2015-05-22,41.86,999682,42.53,1034717,1484752,1484752
2015-05-26,41.59,1034717,42.83,975490,1919645,1919645
2015-05-27,42.23,975490,42.5,2617833,2507443,2507443
2015-05-28,42.39,2617833,42.39,1992774,3347403,3347403
2015-05-29,42.36,1992774,42.2251,2883667,5022554,5022554
2015-06-01,42.05,2883667,42.26,2147413,2440065,2440065
2015-06-02,42.18,2147413,42.7,1966147,2947454,2947454
2015-06-03,42.14,1966147,42.83,5277345,2722286,2722286
2015-06-04,42.05,5277345,42.8378,2652326,4091870,4091870
2015-06-05,41.57,2652326,42.73,2126257,1760467,1760467
2015-06-08,42.5,2126257,42.67,1484752,1353411,1353411
2015-06-09,42.57,1484752,42.63,1919645,1439015,1439015
2015-06-10,42.27,1919645,42.93,2507443,1789330,1789330
2015-06-11,42.48,2507443,42.71,3347403,1576987,1576987
2015-06-12,42.27,3347403,41.83,5022554,2769551,2769551
2015-06-15,42.45,5022554,41.43,2440065,2361878,2361878
2015-06-16,41.79,2440065,41.14,2947454,1422563,1422563
2015-06-17,41.43,2947454,41.36,2722286,1519421,1519421
2015-06-18,40.94,2722286,41.08,4091870,1865267,1865267
2015-06-19,41.31,4091870,40.67,1760467,2658779,2658779
2015-06-22,40.89,1760467,40.35,1353411,3909250,3909250
2015-06-23,40.54,1353411,40.33,1439015,2053553,2053553
2015-06-24,40.26,1439015,40.59,1789330,6127695,6127695
2015-06-25,39.93,1789330,40.6,1576987,5265822,5265822
2015-06-26,40.4,1576987,40.49,2769551,3350458,3350458
2015-06-29,40.57,2769551,39.63,2361878,2516360,2516360
2015-06-30,40.33,2361878,39.81,1422563,3037436,3037436
2015-07-01,39.63,1422563,39.8,1519421,4486572,4486572
2015-07-02,39.59,1519421,40.055,1865267,2160799,2160799
2015-07-06,39.76,1865267,39.94,2658779,2509428,2509428
2015-07-07,39.8,2658779,40.01,3909250,2927761,2927761
2015-07-08,39.8,3909250,39.95,2053553,3390976,3390976
2015-07-09,39.81,2053553,40.45,6127695,2237945,2237945
2015-07-10,39.89,6127695,40.52,5265822,2107093,2107093
2015-07-13,39.47,5265822,40.17,3350458,1579730,1579730
2015-07-14,39.8,3350458,39.8,2516360,2801301,2801301
2015-07-15,40.0,2516360,39.19,3037436,2247745,2247745
2015-07-16,39.6,3037436,39.295,4486572,1826485,1826485
2015-07-17,39.08,4486572,39.64,2160799,2412373,2412373
2015-07-20,38.89,2160799,39.66,2509428,1155252,1155252
2015-07-21,39.36,2509428,39.79,2927761,1160904,1160904
2015-07-22,39.11,2927761,39.48,3390976,2949376,2949376
2015-07-23,39.53,3390976,39.33,2237945,1708801,1708801
2015-07-24,39.48,2237945,39.44,2107093,1844946,1844946
2015-07-27,39.27,2107093,40.0,1579730,5261424,5261424
2015-07-28,39.29,1579730,40.66,2801301,2768225,2768225
2015-07-29,39.72,2801301,40.52,2247745,2014066,2014066
2015-07-30,40.05,2247745,40.44,1826485,2440415,2440415
2015-07-31,40.42,1826485,40.33,2412373,2247715,2247715
2015-08-03,40.36,2412373,40.13,1155252,2104591,2104591
2015-08-04,40.2,1155252,40.01,1160904,1448062,1448062
2015-08-05,40.06,1160904,40.42,2949376,949479,949479
2015-08-06,39.97,2949376,40.37,1708801,1932226,1932226
2015-08-07,39.29,1708801,40.17,1844946,1513076,1513076
2015-08-10,40.37,1844946,39.65,5261424,1554542,1554542
2015-08-11,40.11,5261424,40.47,2768225,1575708,1575708
2015-08-12,39.04,2768225,40.73,2014066,3440282,3440282
2015-08-13,40.0,2014066,41.05,2440415,2848895,2848895
2015-08-14,40.5,2440415,41.14,2247715,2632739,2632739
2015-08-17,40.26,2247715,41.13,2104591,3302058,3302058
2015-08-18,41.05,2104591,41.35,1448062,6416891,6416891
2015-08-19,40.92,1448062,41.19,949479,2730429,2730429
2015-08-20,40.94,949479,40.96,1932226,2145028,2145028
2015-08-21,40.94,1932226,40.2099,1513076,3828206,3828206
2015-08-24,40.95,1513076,40.64,1554542,4114990,4114990
2015-08-25,40.14,1554542,40.19,1575708,3802732,3802732
2015-08-26,40.24,1575708,39.11,3440282,3233814,3233814
2015-08-27,40.19,3440282,38.94,2848895,2406297,2406297
2015-08-28,39.05,2848895,38.73,2632739,1783861,1783861
2015-08-31,38.94,2632739,39.015,3302058,2554666,2554666
2015-09-01,38.62,3302058,40.35,6416891,2954093,2954093
2015-09-02,38.36,6416891,38.805,2730429,2119191,2119191
2015-09-03,39.11,2730429,38.31,2145028,2140822,2140822
2015-09-04,38.69,2145028,37.495,3828206,2819027,2819027
2015-09-08,38.01,3828206,36.01,4114990,1787408,1787408
2015-09-09,37.13,4114990,36.17,3802732,1885293,1885293
2015-09-10,33.87,3802732,35.7,3233814,1628726,1628726
2015-09-11,35.68,3233814,36.67,2406297,1443721,1443721
2015-09-14,35.36,2406297,36.66,1783861,2223319,2223319
2015-09-15,36.17,1783861,36.5525,2554666,1752721,1752721
2015-09-16,36.45,2554666,35.58,2954093,2130117,2130117
2015-09-17,36.44,2954093,35.53,2119191,1819067,1819067
2015-09-18,35.3,2119191,36.12,2140822,3352296,3352296
2015-09-21,35.41,2140822,35.51,2819027,2640363,2640363
2015-09-22,35.61,2819027,36.25,1787408,2283337,2283337
2015-09-23,35.04,1787408,36.8,1885293,1962552,1962552
2015-09-24,35.82,1885293,36.04,1628726,2028940,2028940
2015-09-25,36.5,1628726,35.96,1443721,2730672,2730672
2015-09-28,35.61,1443721,36.09,2223319,2615440,2615440
2015-09-29,35.66,2223319,36.295,1752721,2252364,2252364
2015-09-30,35.92,1752721,36.865,2130117,2545749,2545749
2015-10-01,35.75,2130117,36.99,1819067,3011460,3011460
2015-10-02,36.15,1819067,36.22,3352296,3519448,3519448
2015-10-05,36.63,3352296,36.07,2640363,1675429,1675429
2015-10-06,35.86,2640363,35.33,2283337,1833679,1833679
2015-10-07,35.96,2283337,35.24,1962552,3089575,3089575
2015-10-08,35.19,1962552,34.64,2028940,2598314,2598314
2015-10-09,35.1,2028940,35.02,2730672,3232938,3232938
2015-10-12,34.56,2730672,34.27,2615440,1349866,1349866
2015-10-13,34.7,2615440,34.06,2252364,2383212,2383212
2015-10-14,34.13,2252364,34.43,2545749,1647407,1647407
2015-10-15,33.36,2545749,34.48,3011460,1432995,1432995
2015-10-16,34.08,3011460,34.68,3519448,1754319,1754319
2015-10-19,34.32,3519448,35.39,1675429,3685845,3685845
2015-10-20,33.18,1675429,35.21,1833679,2635777,2635777
2015-10-21,35.04,1833679,35.78,3089575,2886412,2886412
2015-10-22,35.13,3089575,36.07,2598314,3696278,3696278
2015-10-23,35.2,2598314,36.34,3232938,2732645,2732645
2015-10-26,35.39,3232938,36.1786,1349866,1948411,1948411
2015-10-27,35.94,1349866,36.24,2383212,2557172,2557172
2015-10-28,36.08,2383212,35.77,1647407,1780126,1780126
2015-10-29,35.76,1647407,35.68,1432995,1352267,1352267
2015-10-30,35.64,1432995,36.02,1754319,2194619,2194619
2015-11-02,35.12,1754319,36.23,3685845,1810869,1810869
2015-11-03,35.69,3685845,36.52,2635777,1485779,1485779
2015-11-04,35.69,2635777,36.6,2886412,1569620,1569620
2015-11-05,36.11,2886412,36.95,3696278,1419963,1419963
2015-11-06,36.54,3696278,37.27,2732645,1964478,1964478
2015-11-09,36.03,2732645,37.11,1948411,3109588,3109588
2015-11-10,36.5,1948411,37.06,2557172,4339800,4339800
2015-11-11,36.98,2557172,37.61,1780126,1969168,1969168
2015-11-12,36.67,1780126,37.77,1352267,3096336,3096336
2015-11-13,37.06,1352267,38.1,2194619,3335092,3335092
2015-11-16,37.47,2194619,38.62,1810869,2490208,2490208
2015-11-17,37.72,1810869,38.52,1485779,7679493,7679493
2015-11-18,37.87,1485779,38.48,1569620,6589609,6589609
2015-11-19,38.31,1569620,38.5,1419963,7275136,7275136
2015-11-20,38.33,1419963,38.44,1964478,5447723,5447723
2015-11-23,38.27,1964478,38.08,3109588,6474141,6474141
2015-11-24,38.1,3109588,38.175,4339800,5669066,5669066
2015-11-25,38.04,4339800,38.22,1969168,3797067,3797067
2015-11-27,37.89,1969168,37.77,3096336,1935738,1935738
2015-11-30,38.16,3096336,37.57,3335092,3208114,3208114
2015-12-01,37.36,3335092,37.49,2490208,7989220,7989220
2015-12-02,37.39,2490208,38.5,7679493,4713210,4713210
2015-12-03,36.75,7679493,39.36,6589609,3314529,3314529
2015-12-04,36.5,6589609,39.695,7275136,2519309,2519309
2015-12-07,38.43,7275136,39.355,5447723,2004492,2004492
2015-12-08,39.16,5447723,40.07,6474141,4331832,4331832
2015-12-09,38.78,6474141,40.72,5669066,4133291,4133291
2015-12-10,39.29,5669066,41.5,3797067,3709240,3709240
2015-12-11,39.81,3797067,42.2,1935738,2634362,2634362
2015-12-14,40.59,1935738,42.05,3208114,2310538,2310538
2015-12-15,41.32,3208114,42.31,7989220,2195375,2195375
2015-12-16,41.97,7989220,41.46,4713210,2582642,2582642
2015-12-17,42.16,4713210,40.74,3314529,2218837,2218837
2015-12-18,41.07,3314529,41.205,2519309,3364796,3364796
2015-12-21,40.64,2519309,41.1,2004492,1735159,1735159
2015-12-22,40.23,2004492,41.28,4331832,1643172,1643172
2015-12-23,40.92,4331832,41.8,4133291,1510716,1510716
2015-12-24,40.61,4133291,41.66,3709240,874549,874549
2015-12-28,41.25,3709240,40.75,2634362,1458242,1458242
2015-12-29,40.96,2634362,40.54,2310538,1757360,1757360
2015-12-30,40.75,2310538,41.1,2195375,834358,834358
2015-12-31,40.22,2195375,41.57,2582642,1450968,1450968
2016-01-04,40.75,2582642,41.63,2218837,3287335,3287335
2016-01-05,41.01,2218837,40.7099,3364796,2587246,2587246
2016-01-06,41.55,3364796,41.12,1735159,2103619,2103619
2016-01-07,40.56,1735159,41.33,1643172,3504314,3504314
2016-01-08,40.51,1643172,41.86,1510716,3736768,3736768
2016-01-11,41.01,1510716,42.26,874549,2818611,2818611
2016-01-12,41.62,874549,42.08,1458242,1989379,1989379
2016-01-13,41.79,1458242,42.48,1757360,4206638,4206638
2016-01-14,42.02,1757360,42.38,834358,2893372,2893372
2016-01-15,42.08,834358,42.35,1450968,2994386,2994386
2016-01-19,42.36,1450968,41.19,3287335,2506559,2506559
2016-01-20,41.9,3287335,40.95,2587246,2469088,2469088
2016-01-21,41.06,2587246,40.99,2103619,2298372,2298372
2016-01-22,40.73,2103619,40.15,3504314,1834467,1834467
2016-01-25,40.24,3504314,39.705,3736768,1831240,1831240
2016-01-26,40.14,3736768,38.9,2818611,1755032,1755032
2016-01-27,39.22,2818611,38.58,1989379,1479446,1479446
2016-01-28,38.71,1989379,38.47,4206638,3479452,3479452
2016-01-29,38.43,4206638,37.8799,2893372,2959863,2959863
2016-02-01,38.35,2893372,37.56,2994386,2666567,2666567
2016-02-02,36.94,2994386,37.92,2506559,1742325,1742325
2016-02-03,36.67,2506559,37.61,2469088,2128426,2128426
2016-02-04,37.64,2469088,37.83,2298372,2833492,2833492
2016-02-05,36.68,2298372,38.18,1834467,4424609,4424609
2016-02-08,37.35,1834467,38.03,1831240,3888601,3888601
2016-02-09,37.91,1831240,37.96,1755032,3464464,3464464
2016-02-10,37.4,1755032,37.92,1479446,3169951,3169951
2016-02-11,37.89,1479446,37.27,3479452,3224004,3224004
2016-02-12,37.39,3479452,37.69,2959863,3923627,3923627
2016-02-16,37.27,2959863,37.945,2666567,2903649,2903649
2016-02-17,36.44,2666567,37.55,1742325,5382312,5382312
2016-02-18,37.37,1742325,37.36,2128426,2231481,2231481
2016-02-19,37.18,2128426,37.79,2833492,2339426,2339426
2016-02-22,37.27,2833492,37.31,4424609,1792962,1792962
2016-02-23,37.15,4424609,35.78,3888601,1282290,1282290
2016-02-24,37.26,3888601,35.77,3464464,1454952,1454952
2016-02-25,35.61,3464464,36.73,3169951,1453515,1453515
2016-02-26,34.21,3169951,35.61,3224004,944266,944266
2016-02-29,35.63,3224004,36.23,3923627,2187500,2187500
2016-03-01,35.12,3923627,37.17,2903649,2760200,2760200
2016-03-02,35.84,2903649,38.13,5382312,3612508,3612508
2016-03-03,36.72,5382312,37.96,2231481,946823,946823
2016-03-04,35.22,2231481,37.6,2339426,1124968,1124968
2016-03-07,37.73,2339426,38.19,1792962,1221574,1221574
2016-03-08,36.98,1792962,37.96,1282290,1801486,1801486
2016-03-09,37.88,1282290,37.5,1454952,1614633,1614633
2016-03-10,37.64,1454952,37.71,1453515,1614998,1614998
2016-03-11,36.65,1453515,37.92,944266,1517348,1517348
2016-03-14,37.62,944266,37.7,2187500,929638,929638
2016-03-15,37.75,2187500,38.66,2760200,1059439,1059439
2016-03-16,37.59,2760200,39.27,3612508,1956125,1956125
2016-03-17,37.63,3612508,39.23,946823,1895669,1895669
2016-03-18,38.49,946823,39.58,1124968,2504361,2504361
2016-03-21,38.92,1124968,39.68,1221574,2172615,2172615
2016-03-22,39.14,1221574,39.13,1801486,1552312,1552312
2016-03-23,39.04,1801486,38.4,1614633,1554822,1554822
2016-03-24,38.97,1614633,38.51,1614998,993627,993627
2016-03-28,38.31,1614998,39.272,1517348,1272724,1272724
2016-03-29,38.17,1517348,39.17,929638,1091198,1091198
2016-03-30,38.43,929638,38.71,1059439,783495,783495
2016-03-31,38.98,1059439,39.105,1956125,3143468,3143468
2016-04-01,38.59,1956125,39.44,1895669,2857844,2857844
2016-04-04,38.09,1895669,40.48,2504361,2958061,2958061
2016-04-05,39.06,2504361,40.14,2172615,1900659,1900659
2016-04-06,39.33,2172615,40.04,1552312,1566612,1566612
2016-04-07,40.07,1552312,39.99,1554822,1373839,1373839
2016-04-08,39.56,1554822,39.45,993627,1106293,1106293
2016-04-11,39.9,993627,39.75,1272724,1049336,1049336
2016-04-12,39.16,1272724,40.22,1091198,992495,992495
2016-04-13,39.54,1091198,40.58,783495,2495340,2495340
2016-04-14,39.35,783495,40.1,3143468,1347753,1347753
2016-04-15,40.36,3143468,40.38,2857844,1442264,1442264
2016-04-18,40.01,2857844,40.52,2958061,1536678,1536678
2016-04-19,39.56,2958061,39.89,1900659,1640774,1640774
2016-04-20,40.32,1900659,40.25,1566612,1243893,1243893
2016-04-21,39.73,1566612,40.1,1373839,1670389,1670389
2016-04-22,39.29,1373839,39.97,1106293,1396272,1396272
2016-04-25,39.89,1106293,40.0,1049336,1500449,1500449
2016-04-26,39.69,1049336,39.825,992495,1868970,1868970
2016-04-27,39.86,992495,41.0,2495340,1189462,1189462
2016-04-28,39.47,2495340,41.08,1347753,1549792,1549792
2016-04-29,39.52,1347753,40.95,1442264,2028332,2028332
2016-05-02,40.86,1442264,41.45,1536678,1285318,1285318
2016-05-03,40.77,1536678,41.74,1640774,1333991,1333991
2016-05-04,40.72,1640774,41.68,1243893,1602991,1602991
2016-05-05,41.18,1243893,41.995,1670389,1083956,1083956
2016-05-06,41.42,1670389,41.98,1396272,1403483,1403483
2016-05-09,41.5,1396272,41.86,1500449,1741539,1741539
2016-05-10,41.98,1500449,41.88,1868970,2094305,2094305
2016-05-11,41.71,1868970,41.75,1189462,3328961,3328961
2016-05-12,41.82,1189462,41.775,1549792,2504924,2504924
2016-05-13,41.35,1549792,41.04,2028332,2430565,2430565
2016-05-16,41.25,2028332,41.75,1285318,3979321,3979321
2016-05-17,40.92,1285318,41.49,1333991,7130371,7130371
2016-05-18,41.2,1333991,41.2,1602991,3476470,3476470
2016-05-19,41.32,1602991,41.03,1083956,3660160,3660160
2016-05-20,40.81,1083956,41.62,1403483,2567686,2567686
2016-05-23,40.64,1403483,41.78,1741539,1689755,1689755
2016-05-24,40.86,1741539,42.0,2094305,3236305,3236305
2016-05-25,41.51,2094305,43.2,3328961,2352424,2352424
2016-05-26,41.5,3328961,42.94,2504924,2569626,2569626
