date,volume_t-4,volume_t-3,low_t-2,volume_t-2,low_t-1,volume
2014-10-15,5133638,2527277,51.77,3972861,49.8,4723905
2014-10-16,2527277,3972861,49.8,4723905,50.55,5362096
2014-10-17,3972861,4723905,50.55,5362096,52.02,3810818
2014-10-20,4723905,5362096,52.02,3810818,50.86,4942206
2014-10-21,5362096,3810818,50.86,4942206,52.86,2231876
2014-10-22,3810818,4942206,52.86,2231876,52.99,2161086
2014-10-23,4942206,2231876,52.99,2161086,53.59,1754719
2014-10-24,2231876,2161086,53.59,1754719,53.51,1508194
2014-10-27,2161086,1754719,53.51,1508194,53.6,1105293
2014-10-28,1754719,1508194,53.6,1105293,53.88,1714329
2014-10-29,1508194,1105293,53.88,1714329,54.13,1484268
2014-10-30,1105293,1714329,54.13,1484268,53.75,2504261
2014-10-31,1714329,1484268,53.75,2504261,54.85,2087828
2014-11-03,1484268,2504261,54.85,2087828,39.49,4559916
2014-11-04,2504261,2087828,39.49,4559916,39.84,5765189
2014-11-05,2087828,4559916,39.84,5765189,39.98,2341387
2014-11-06,4559916,5765189,39.98,2341387,40.26,2968264
2014-11-07,5765189,2341387,40.26,2968264,40.86,2458734
2014-11-10,2341387,2968264,40.86,2458734,40.88,2583931
2014-11-11,2968264,2458734,40.88,2583931,41.34,2163823
2014-11-12,2458734,2583931,41.34,2163823,41.02,2504261
2014-11-13,2583931,2163823,41.02,2504261,41.26,1805461
2014-11-14,2163823,2504261,41.26,1805461,41.29,1331282
2014-11-17,2504261,1805461,41.29,1331282,41.21,2697164
2014-11-18,1805461,1331282,41.21,2697164,40.05,5891377
2014-11-19,1331282,2697164,40.05,5891377,40.7,4012147
2014-11-20,2697164,5891377,40.7,4012147,40.56,2303826
2014-11-21,5891377,4012147,40.56,2303826,41.7,5306170
2014-11-24,4012147,2303826,41.7,5306170,41.99,2122424
2014-11-25,2303826,5306170,41.99,2122424,42.31,2713879
2014-11-26,5306170,2122424,42.31,2713879,42.53,1752695
2014-11-28,2122424,2713879,42.53,1752695,42.59,1091780
2014-12-01,2713879,1752695,42.59,1091780,41.58,4411159
2014-12-02,1752695,1091780,41.58,4411159,41.55,2014436
2014-12-03,1091780,4411159,41.55,2014436,41.82,2250275
2014-12-04,4411159,2014436,41.82,2250275,42.02,1346823
2014-12-05,2014436,2250275,42.02,1346823,42.08,1019549
2014-12-08,2250275,1346823,42.08,1019549,41.415,1425753
2014-12-09,1346823,1019549,41.415,1425753,40.98,1803210
2014-12-10,1019549,1425753,40.98,1803210,40.31,2654911
2014-12-11,1425753,1803210,40.31,2654911,40.49,1640864
2014-12-12,1803210,2654911,40.49,1640864,39.71,2335765
2014-12-15,2654911,1640864,39.71,2335765,38.65,4510349
2014-12-16,1640864,2335765,38.65,4510349,38.1,3849394
2014-12-17,2335765,4510349,38.1,3849394,38.09,3508188
2014-12-18,4510349,3849394,38.09,3508188,40.11,3104066
2014-12-19,3849394,3508188,40.11,3104066,40.86,3736336
2014-12-22,3508188,3104066,40.86,3736336,41.38,1590221
2014-12-23,3104066,3736336,41.38,1590221,41.36,1872341
2014-12-24,3736336,1590221,41.36,1872341,40.96,1426901
2014-12-26,1590221,1872341,40.96,1426901,41.29,588034
2014-12-29,1872341,1426901,41.29,588034,41.312,976423
2014-12-30,1426901,588034,41.312,976423,41.14,1323452
2014-12-31,588034,976423,41.14,1323452,40.9,1423993
2015-01-02,976423,1323452,40.9,1423993,40.37,1530798
2015-01-05,1323452,1423993,40.37,1530798,39.7,2042240
2015-01-06,1423993,1530798,39.7,2042240,39.02,2084562
2015-01-07,1530798,2042240,39.02,2084562,39.29,3359660
2015-01-08,2042240,2084562,39.29,3359660,40.18,2116341
2015-01-09,2084562,3359660,40.18,2116341,40.29,1644939
2015-01-12,3359660,2116341,40.29,1644939,39.95,2771191
2015-01-13,2116341,1644939,39.95,2771191,39.33,2013474
2015-01-14,1644939,2771191,39.33,2013474,38.21,5134006
2015-01-15,2771191,2013474,38.21,5134006,37.99,2630296
2015-01-16,2013474,5134006,37.99,2630296,37.76,3003980
2015-01-20,5134006,2630296,37.76,3003980,37.76,5033605
2015-01-21,2630296,3003980,37.76,5033605,37.68,2721609
2015-01-22,3003980,5033605,37.68,2721609,38.12,4856573
2015-01-23,5033605,2721609,38.12,4856573,38.76,1519250
2015-01-26,2721609,4856573,38.76,1519250,38.47,1511214
2015-01-27,4856573,1519250,38.47,1511214,38.58,1703508
2015-01-28,1519250,1511214,38.58,1703508,37.96,2033523
2015-01-29,1511214,1703508,37.96,2033523,37.69,2329983
2015-01-30,1703508,2033523,37.69,2329983,37.71,3054313
2015-02-02,2033523,2329983,37.71,3054313,37.71,2508493
2015-02-03,2329983,3054313,37.71,2508493,38.92,2950375
2015-02-04,3054313,2508493,38.92,2950375,38.82,2567439
2015-02-05,2508493,2950375,38.82,2567439,39.22,1826367
2015-02-06,2950375,2567439,39.22,1826367,39.225,2697212
2015-02-09,2567439,1826367,39.225,2697212,38.95,3586102
2015-02-10,1826367,2697212,38.95,3586102,38.78,1408747
2015-02-11,2697212,3586102,38.78,1408747,39.2326,3337005
2015-02-12,3586102,1408747,39.2326,3337005,39.53,1317705
2015-02-13,1408747,3337005,39.53,1317705,39.91,2211931
2015-02-17,3337005,1317705,39.91,2211931,39.76,2875788
2015-02-18,1317705,2211931,39.76,2875788,40.91,9007218
2015-02-19,2211931,2875788,40.91,9007218,41.04,3737331
2015-02-20,2875788,9007218,41.04,3737331,40.88,2971880
2015-02-23,9007218,3737331,40.88,2971880,41.49,1967913
2015-02-24,3737331,2971880,41.49,1967913,41.6,1922102
2015-02-25,2971880,1967913,41.6,1922102,42.09,2343479
2015-02-26,1967913,1922102,42.09,2343479,42.0,1505418
2015-02-27,1922102,2343479,42.0,1505418,42.045,1676351
2015-03-02,2343479,1505418,42.045,1676351,42.34,1847082
2015-03-03,1505418,1676351,42.34,1847082,42.14,1635437
2015-03-04,1676351,1847082,42.14,1635437,41.73,1305992
2015-03-05,1847082,1635437,41.73,1305992,41.84,1376468
2015-03-06,1635437,1305992,41.84,1376468,41.49,1528564
2015-03-09,1305992,1376468,41.49,1528564,41.435,1492378
2015-03-10,1376468,1528564,41.435,1492378,40.63,1961299
2015-03-11,1528564,1492378,40.63,1961299,40.67,2064355
2015-03-12,1492378,1961299,40.67,2064355,40.97,2719895
2015-03-13,1961299,2064355,40.97,2719895,40.515,4704560
2015-03-16,2064355,2719895,40.515,4704560,41.11,2551437
2015-03-17,2719895,4704560,41.11,2551437,41.06,1504881
2015-03-18,4704560,2551437,41.06,1504881,41.17,1295556
2015-03-19,2551437,1504881,41.17,1295556,41.82,1085684
2015-03-20,1504881,1295556,41.82,1085684,42.2,2315472
2015-03-23,1295556,1085684,42.2,2315472,42.0,1835393
2015-03-24,1085684,2315472,42.0,1835393,41.01,3625952
2015-03-25,2315472,1835393,41.01,3625952,40.79,2776181
2015-03-26,1835393,3625952,40.79,2776181,40.3703,1573740
2015-03-27,3625952,2776181,40.3703,1573740,40.58,1932749
2015-03-30,2776181,1573740,40.58,1932749,41.32,2064181
2015-03-31,1573740,1932749,41.32,2064181,41.102,1659179
2015-04-01,1932749,2064181,41.102,1659179,40.72,2170331
2015-04-02,2064181,1659179,40.72,2170331,41.33,2135918
2015-04-06,1659179,2170331,41.33,2135918,41.51,2379808
2015-04-07,2170331,2135918,41.51,2379808,41.87,3072418
2015-04-08,2135918,2379808,41.87,3072418,42.025,2443178
2015-04-09,2379808,3072418,42.025,2443178,42.07,1332519
2015-04-10,3072418,2443178,42.07,1332519,42.57,3370597
2015-04-13,2443178,1332519,42.57,3370597,42.99,3708641
2015-04-14,1332519,3370597,42.99,3708641,42.58,1777705
2015-04-15,3370597,3708641,42.58,1777705,43.18,1445622
2015-04-16,3708641,1777705,43.18,1445622,43.06,1070232
2015-04-17,1777705,1445622,43.06,1070232,42.6,2333369
2015-04-20,1445622,1070232,42.6,2333369,43.15,1410574
2015-04-21,1070232,2333369,43.15,1410574,42.87,1719710
2015-04-22,2333369,1410574,42.87,1719710,42.37,2726140
2015-04-23,1410574,1719710,42.37,2726140,42.24,3973179
2015-04-24,1719710,2726140,42.24,3973179,42.42,2200155
2015-04-27,2726140,3973179,42.42,2200155,41.965,2298298
2015-04-28,3973179,2200155,41.965,2298298,41.57,1803453
2015-04-29,2200155,2298298,41.57,1803453,41.44,2160963
2015-04-30,2298298,1803453,41.44,2160963,41.11,1726312
2015-05-01,1803453,2160963,41.11,1726312,41.24,1880177
2015-05-04,2160963,1726312,41.24,1880177,41.7,1073820
2015-05-05,1726312,1880177,41.7,1073820,41.455,1254801
2015-05-06,1880177,1073820,41.455,1254801,41.36,934611
2015-05-07,1073820,1254801,41.36,934611,41.31,999682
2015-05-08,1254801,934611,41.31,999682,42.21,1034717
2015-05-11,934611,999682,42.21,1034717,42.39,975490
2015-05-12,999682,1034717,42.39,975490,41.5,2617833
2015-05-13,1034717,975490,41.5,2617833,41.71,1992774
2015-05-14,975490,2617833,41.71,1992774,41.87,2883667
2015-05-15,2617833,1992774,41.87,2883667,41.99,2147413
2015-05-18,1992774,2883667,41.99,2147413,41.98,1966147
2015-05-19,2883667,2147413,41.98,1966147,41.5,5277345
2015-05-20,2147413,1966147,41.5,5277345,42.43,2652326
2015-05-21,1966147,5277345,42.43,2652326,42.2,2126257
2015-05-22,5277345,2652326,42.2,2126257,42.07,1484752
2015-05-26,2652326,2126257,42.07,1484752,41.985,1919645
2015-05-27,2126257,1484752,41.985,1919645,42.1,2507443
2015-05-28,1484752,1919645,42.1,2507443,41.35,3347403
2015-05-29,1919645,2507443,41.35,3347403,40.82,5022554
2015-06-01,2507443,3347403,40.82,5022554,40.85,2440065
2015-06-02,3347403,5022554,40.85,2440065,40.67,2947454
2015-06-03,5022554,2440065,40.67,2947454,40.94,2722286
2015-06-04,2440065,2947454,40.94,2722286,40.01,4091870
2015-06-05,2947454,2722286,40.01,4091870,40.2,1760467
2015-06-08,2722286,4091870,40.2,1760467,39.91,1353411
2015-06-09,4091870,1760467,39.91,1353411,39.8303,1439015
2015-06-10,1760467,1353411,39.8303,1439015,40.27,1789330
2015-06-11,1353411,1439015,40.27,1789330,40.29,1576987
2015-06-12,1439015,1789330,40.29,1576987,39.735,2769551
2015-06-15,1789330,1576987,39.735,2769551,39.25,2361878
2015-06-16,1576987,2769551,39.25,2361878,39.38,1422563
2015-06-17,2769551,2361878,39.38,1422563,39.32,1519421
2015-06-18,2361878,1422563,39.32,1519421,39.72,1865267
2015-06-19,1422563,1519421,39.72,1865267,39.49,2658779
2015-06-22,1519421,1865267,39.49,2658779,39.73,3909250
2015-06-23,1865267,2658779,39.73,3909250,39.42,2053553
2015-06-24,2658779,3909250,39.42,2053553,39.025,6127695
2015-06-25,3909250,2053553,39.025,6127695,39.38,5265822
2015-06-26,2053553,6127695,39.38,5265822,39.775,3350458
2015-06-29,6127695,5265822,39.775,3350458,38.74,2516360
2015-06-30,5265822,3350458,38.74,2516360,38.48,3037436
2015-07-01,3350458,2516360,38.48,3037436,38.75,4486572
2015-07-02,2516360,3037436,38.75,4486572,39.15,2160799
2015-07-06,3037436,4486572,39.15,2160799,39.08,2509428
2015-07-07,4486572,2160799,39.08,2509428,39.1359,2927761
2015-07-08,2160799,2509428,39.1359,2927761,38.71,3390976
2015-07-09,2509428,2927761,38.71,3390976,38.91,2237945
2015-07-10,2927761,3390976,38.91,2237945,39.155,2107093
2015-07-13,3390976,2237945,39.155,2107093,39.54,1579730
2015-07-14,2237945,2107093,39.54,1579730,39.89,2801301
2015-07-15,2107093,1579730,39.89,2801301,40.02,2247745
2015-07-16,1579730,2801301,40.02,2247745,40.12,1826485
2015-07-17,2801301,2247745,40.12,1826485,39.84,2412373
2015-07-20,2247745,1826485,39.84,2412373,39.95,1155252
2015-07-21,1826485,2412373,39.95,1155252,39.54,1160904
2015-07-22,2412373,1155252,39.54,1160904,39.29,2949376
2015-07-23,1155252,1160904,39.29,2949376,40.01,1708801
2015-07-24,1160904,2949376,40.01,1708801,39.22,1844946
2015-07-27,2949376,1708801,39.22,1844946,38.61,5261424
2015-07-28,1708801,1844946,38.61,5261424,39.5,2768225
2015-07-29,1844946,5261424,39.5,2768225,40.24,2014066
2015-07-30,5261424,2768225,40.24,2014066,40.07,2440415
2015-07-31,2768225,2014066,40.07,2440415,40.78,2247715
2015-08-03,2014066,2440415,40.78,2247715,40.58,2104591
2015-08-04,2440415,2247715,40.58,2104591,40.55,1448062
2015-08-05,2247715,2104591,40.55,1448062,40.69,949479
2015-08-06,2104591,1448062,40.69,949479,39.91,1932226
2015-08-07,1448062,949479,39.91,1932226,39.63,1513076
2015-08-10,949479,1932226,39.63,1513076,40.16,1554542
2015-08-11,1932226,1513076,40.16,1554542,39.3,1575708
2015-08-12,1513076,1554542,39.3,1575708,38.27,3440282
2015-08-13,1554542,1575708,38.27,3440282,38.46,2848895
2015-08-14,1575708,3440282,38.46,2848895,38.32,2632739
2015-08-17,3440282,2848895,38.32,2632739,38.12,3302058
2015-08-18,2848895,2632739,38.12,3302058,39.0,6416891
2015-08-19,2632739,3302058,39.0,6416891,38.3,2730429
2015-08-20,3302058,6416891,38.3,2730429,37.5,2145028
2015-08-21,6416891,2730429,37.5,2145028,36.175,3828206
2015-08-24,2730429,2145028,36.175,3828206,33.57,4114990
2015-08-25,2145028,3828206,33.57,4114990,34.3,3802732
2015-08-26,3828206,4114990,34.3,3802732,34.47,3233814
2015-08-27,4114990,3802732,34.47,3233814,35.89,2406297
2015-08-28,3802732,3233814,35.89,2406297,36.15,1783861
2015-08-31,3233814,2406297,36.15,1783861,35.95,2554666
2015-09-01,2406297,1783861,35.95,2554666,34.57,2954093
2015-09-02,1783861,2554666,34.57,2954093,34.88,2119191
2015-09-03,2554666,2954093,34.88,2119191,35.525,2140822
2015-09-04,2954093,2119191,35.525,2140822,34.9,2819027
2015-09-08,2119191,2140822,34.9,2819027,35.51,1787408
2015-09-09,2140822,2819027,35.51,1787408,35.44,1885293
2015-09-10,2819027,1787408,35.44,1885293,35.44,1628726
2015-09-11,1787408,1885293,35.44,1628726,35.44,1443721
2015-09-14,1885293,1628726,35.44,1443721,35.32,2223319
2015-09-15,1628726,1443721,35.32,2223319,35.51,1752721
2015-09-16,1443721,2223319,35.51,1752721,36.06,2130117
2015-09-17,2223319,1752721,36.06,2130117,36.29,1819067
2015-09-18,1752721,2130117,36.29,1819067,35.585,3352296
2015-09-21,2130117,1819067,35.585,3352296,35.41,2640363
2015-09-22,1819067,3352296,35.41,2640363,34.94,2283337
2015-09-23,3352296,2640363,34.94,2283337,34.81,1962552
2015-09-24,2640363,2283337,34.81,1962552,34.15,2028940
2015-09-25,2283337,1962552,34.15,2028940,34.1,2730672
2015-09-28,1962552,2028940,34.1,2730672,33.32,2615440
2015-09-29,2028940,2730672,33.32,2615440,33.245,2252364
2015-09-30,2730672,2615440,33.245,2252364,33.67,2545749
2015-10-01,2615440,2252364,33.67,2545749,33.48,3011460
2015-10-02,2252364,2545749,33.48,3011460,33.115,3519448
2015-10-05,2545749,3011460,33.115,3519448,34.84,1675429
2015-10-06,3011460,3519448,34.84,1675429,34.53,1833679
2015-10-07,3519448,1675429,34.53,1833679,35.1,3089575
2015-10-08,1675429,1833679,35.1,3089575,35.34,2598314
2015-10-09,1833679,3089575,35.34,2598314,35.88,3232938
2015-10-12,3089575,2598314,35.88,3232938,35.86,1349866
2015-10-13,2598314,3232938,35.86,1349866,35.53,2383212
2015-10-14,3232938,1349866,35.53,2383212,34.97,1647407
2015-10-15,1349866,2383212,34.97,1647407,34.79,1432995
2015-10-16,2383212,1647407,34.79,1432995,35.37,1754319
2015-10-19,1647407,1432995,35.37,1754319,35.59,3685845
2015-10-20,1432995,1754319,35.59,3685845,36.03,2635777
2015-10-21,1754319,3685845,36.03,2635777,35.8,2886412
2015-10-22,3685845,2635777,35.8,2886412,36.0,3696278
2015-10-23,2635777,2886412,36.0,3696278,36.18,2732645
2015-10-26,2886412,3696278,36.18,2732645,36.686,1948411
2015-10-27,3696278,2732645,36.686,1948411,36.465,2557172
2015-10-28,2732645,1948411,36.465,2557172,36.77,1780126
2015-10-29,1948411,2557172,36.77,1780126,37.28,1352267
2015-10-30,2557172,1780126,37.28,1352267,37.68,2194619
2015-11-02,1780126,1352267,37.68,2194619,37.8,1810869
2015-11-03,1352267,2194619,37.8,1810869,38.16,1485779
2015-11-04,2194619,1810869,38.16,1485779,38.0,1569620
2015-11-05,1810869,1485779,38.0,1569620,37.93,1419963
2015-11-06,1485779,1569620,37.93,1419963,37.98,1964478
2015-11-09,1569620,1419963,37.98,1964478,37.48,3109588
2015-11-10,1419963,1964478,37.48,3109588,37.69,4339800
2015-11-11,1964478,3109588,37.69,4339800,37.65,1969168
2015-11-12,3109588,4339800,37.65,1969168,37.24,3096336
2015-11-13,4339800,1969168,37.24,3096336,36.63,3335092
2015-11-16,1969168,3096336,36.63,3335092,36.6,2490208
2015-11-17,3096336,3335092,36.6,2490208,36.5,7679493
2015-11-18,3335092,2490208,36.5,7679493,38.36,6589609
2015-11-19,2490208,7679493,38.36,6589609,38.31,7275136
2015-11-20,7679493,6589609,38.31,7275136,38.52,5447723
2015-11-23,6589609,7275136,38.52,5447723,39.14,6474141
2015-11-24,7275136,5447723,39.14,6474141,39.73,5669066
2015-11-25,5447723,6474141,39.73,5669066,40.47,3797067
2015-11-27,6474141,5669066,40.47,3797067,41.16,1935738
2015-11-30,5669066,3797067,41.16,1935738,41.61,3208114
2015-12-01,3797067,1935738,41.61,3208114,41.04,7989220
2015-12-02,1935738,3208114,41.04,7989220,40.37,4713210
2015-12-03,3208114,7989220,40.37,4713210,39.95,3314529
2015-12-04,7989220,4713210,39.95,3314529,40.13,2519309
2015-12-07,4713210,3314529,40.13,2519309,40.54,2004492
2015-12-08,3314529,2519309,40.54,2004492,40.42,4331832
2015-12-09,2519309,2004492,40.42,4331832,40.9125,4133291
2015-12-10,2004492,4331832,40.9125,4133291,40.65,3709240
2015-12-11,4331832,4133291,40.65,3709240,40.055,2634362
2015-12-14,4133291,3709240,40.055,2634362,39.9,2310538
2015-12-15,3709240,2634362,39.9,2310538,40.56,2195375
2015-12-16,2634362,2310538,40.56,2195375,40.67,2582642
2015-12-17,2310538,2195375,40.67,2582642,40.77,2218837
2015-12-18,2195375,2582642,40.77,2218837,40.08,3364796
2015-12-21,2582642,2218837,40.08,3364796,40.44,1735159
2015-12-22,2218837,3364796,40.44,1735159,40.715,1643172
2015-12-23,3364796,1735159,40.715,1643172,41.39,1510716
2015-12-24,1735159,1643172,41.39,1510716,41.67,874549
2015-12-28,1643172,1510716,41.67,874549,41.52,1458242
2015-12-29,1510716,874549,41.52,1458242,41.9201,1757360
2015-12-30,874549,1458242,41.9201,1757360,42.01,834358
2015-12-31,1458242,1757360,42.01,834358,41.715,1450968
2016-01-04,1757360,834358,41.715,1450968,40.34,3287335
2016-01-05,834358,1450968,40.34,3287335,40.34,2587246
2016-01-06,1450968,3287335,40.34,2587246,40.05,2103619
2016-01-07,3287335,2587246,40.05,2103619,38.81,3504314
2016-01-08,2587246,2103619,38.81,3504314,38.465,3736768
2016-01-11,2103619,3504314,38.465,3736768,37.41,2818611
2016-01-12,3504314,3736768,37.41,2818611,37.6462,1989379
2016-01-13,3736768,2818611,37.6462,1989379,36.715,4206638
2016-01-14,2818611,1989379,36.715,4206638,36.55,2893372
2016-01-15,1989379,4206638,36.55,2893372,36.55,2994386
2016-01-19,4206638,2893372,36.55,2994386,36.79,2506559
2016-01-20,2893372,2994386,36.79,2506559,36.13,2469088
2016-01-21,2994386,2506559,36.13,2469088,36.81,2298372
2016-01-22,2506559,2469088,36.81,2298372,37.58,1834467
2016-01-25,2469088,2298372,37.58,1834467,37.4,1831240
2016-01-26,2298372,1834467,37.4,1831240,37.36,1755032
2016-01-27,1834467,1831240,37.36,1755032,36.81,1479446
2016-01-28,1831240,1755032,36.81,1479446,36.01,3479452
2016-01-29,1755032,1479446,36.01,3479452,36.31,2959863
2016-02-01,1479446,3479452,36.31,2959863,37.0,2666567
2016-02-02,3479452,2959863,37.0,2666567,36.95,1742325
2016-02-03,2959863,2666567,36.95,1742325,36.29,2128426
2016-02-04,2666567,1742325,36.29,2128426,36.97,2833492
2016-02-05,1742325,2128426,36.97,2833492,35.83,4424609
2016-02-08,2128426,2833492,35.83,4424609,34.39,3888601
2016-02-09,2833492,4424609,34.39,3888601,34.15,3464464
2016-02-10,4424609,3888601,34.15,3464464,35.53,3169951
2016-02-11,3888601,3464464,35.53,3169951,34.935,3224004
2016-02-12,3464464,3169951,34.935,3224004,35.52,3923627
2016-02-16,3169951,3224004,35.52,3923627,36.4,2903649
2016-02-17,3224004,3923627,36.4,2903649,34.75,5382312
2016-02-18,3923627,2903649,34.75,5382312,37.09,2231481
2016-02-19,2903649,5382312,37.09,2231481,36.85,2339426
2016-02-22,5382312,2231481,36.85,2339426,37.78,1792962
2016-02-23,2231481,2339426,37.78,1792962,36.95,1282290
2016-02-24,2339426,1792962,36.95,1282290,36.47,1454952
2016-02-25,1792962,1282290,36.47,1454952,36.96,1453515
2016-02-26,1282290,1454952,36.96,1453515,37.44,944266
2016-02-29,1454952,1453515,37.44,944266,37.33,2187500
2016-03-01,1453515,944266,37.33,2187500,37.61,2760200
2016-03-02,944266,2187500,37.61,2760200,38.41,3612508
2016-03-03,2187500,2760200,38.41,3612508,38.74,946823
2016-03-04,2760200,3612508,38.74,946823,39.03,1124968
2016-03-07,3612508,946823,39.03,1124968,38.96,1221574
2016-03-08,946823,1124968,38.96,1221574,38.01,1801486
2016-03-09,1124968,1221574,38.01,1801486,37.96,1614633
2016-03-10,1221574,1801486,37.96,1614633,37.62,1614998
2016-03-11,1801486,1614633,37.62,1614998,38.32,1517348
2016-03-14,1614633,1614998,38.32,1517348,38.41,929638
2016-03-15,1614998,1517348,38.41,929638,38.08,1059439
2016-03-16,1517348,929638,38.08,1059439,38.02,1956125
2016-03-17,929638,1059439,38.02,1956125,38.59,1895669
2016-03-18,1059439,1956125,38.59,1895669,39.27,2504361
2016-03-21,1956125,1895669,39.27,2504361,39.64,2172615
2016-03-22,1895669,2504361,39.64,2172615,39.445,1552312
2016-03-23,2504361,2172615,39.445,1552312,39.37,1554822
2016-03-24,2172615,1552312,39.37,1554822,38.89,993627
2016-03-28,1552312,1554822,38.89,993627,39.14,1272724
2016-03-29,1554822,993627,39.14,1272724,39.11,1091198
2016-03-30,993627,1272724,39.11,1091198,39.89,783495
2016-03-31,1272724,1091198,39.89,783495,39.66,3143468
2016-04-01,1091198,783495,39.66,3143468,39.5,2857844
2016-04-04,783495,3143468,39.5,2857844,39.8,2958061
2016-04-05,3143468,2857844,39.8,2958061,39.19,1900659
2016-04-06,2857844,2958061,39.19,1900659,39.17,1566612
2016-04-07,2958061,1900659,39.17,1566612,39.25,1373839
2016-04-08,1900659,1566612,39.25,1373839,39.4,1106293
2016-04-11,1566612,1373839,39.4,1106293,39.35,1049336
2016-04-12,1373839,1106293,39.35,1049336,39.34,992495
2016-04-13,1106293,1049336,39.34,992495,39.5,2495340
2016-04-14,1049336,992495,39.5,2495340,40.53,1347753
2016-04-15,992495,2495340,40.53,1347753,40.625,1442264
2016-04-18,2495340,1347753,40.625,1442264,40.61,1536678
2016-04-19,1347753,1442264,40.61,1536678,41.13,1640774
2016-04-20,1442264,1536678,41.13,1640774,41.3,1243893
2016-04-21,1536678,1640774,41.3,1243893,41.42,1670389
2016-04-22,1640774,1243893,41.42,1670389,41.55,1396272
2016-04-25,1243893,1670389,41.55,1396272,41.53,1500449
2016-04-26,1670389,1396272,41.53,1500449,41.26,1868970
2016-04-27,1396272,1500449,41.26,1868970,41.04,1189462
2016-04-28,1500449,1868970,41.04,1189462,41.06,1549792
2016-04-29,1868970,1189462,41.06,1549792,40.26,2028332
2016-05-02,1189462,1549792,40.26,2028332,41.13,1285318
2016-05-03,1549792,2028332,41.13,1285318,40.91,1333991
2016-05-04,2028332,1285318,40.91,1333991,40.39,1602991
2016-05-05,1285318,1333991,40.39,1602991,40.51,1083956
2016-05-06,1333991,1602991,40.51,1083956,40.72,1403483
2016-05-09,1602991,1083956,40.72,1403483,41.29,1741539
2016-05-10,1083956,1403483,41.29,1741539,41.35,2094305
2016-05-11,1403483,1741539,41.35,2094305,42.12,3328961
2016-05-12,1741539,2094305,42.12,3328961,42.42,2504924
2016-05-13,2094305,3328961,42.42,2504924,42.39,2430565
2016-05-16,3328961,2504924,42.39,2430565,42.5,3979321
2016-05-17,2504924,2430565,42.5,3979321,43.63,7130371
2016-05-18,2430565,3979321,43.63,7130371,43.99,3476470
2016-05-19,3979321,7130371,43.99,3476470,43.975,3660160
2016-05-20,7130371,3476470,43.975,3660160,44.69,2567686
2016-05-23,3476470,3660160,44.69,2567686,44.53,1689755
2016-05-24,3660160,2567686,44.53,1689755,44.7,3236305
2016-05-25,2567686,1689755,44.7,3236305,45.12,2352424
2016-05-26,1689755,3236305,45.12,2352424,45.2,2569626
