date,volume_t-4,volume_t-3,low_t-2,volume_t-2,low_t-1,volume
2016-05-27,3236305,2352424,45.2,2569626,45.37,1823120
2016-05-31,2352424,2569626,45.37,1823120,45.575,2256373
2016-06-01,2569626,1823120,45.575,2256373,45.45,1734386
2016-06-02,1823120,2256373,45.45,1734386,45.82,2209387
2016-06-03,2256373,1734386,45.82,2209387,45.19,2395816
2016-06-06,1734386,2209387,45.19,2395816,45.72,2359193
2016-06-07,2209387,2395816,45.72,2359193,45.6099,1500872
2016-06-08,2395816,2359193,45.6099,1500872,45.71,1552146
2016-06-09,2359193,1500872,45.71,1552146,45.88,1204415
2016-06-10,1500872,1552146,45.88,1204415,45.19,1261698
2016-06-13,1552146,1204415,45.19,1261698,44.905,1272833
2016-06-14,1204415,1261698,44.905,1272833,44.56,1624087
2016-06-15,1261698,1272833,44.56,1624087,44.9,2029194
2016-06-16,1272833,1624087,44.9,2029194,44.585,1784741
2016-06-17,1624087,2029194,44.585,1784741,44.87,3434813
2016-06-20,2029194,1784741,44.87,3434813,45.57,3161329
2016-06-21,1784741,3434813,45.57,3161329,45.76,2112964
2016-06-22,3434813,3161329,45.76,2112964,45.945,2412064
2016-06-23,3161329,2112964,45.945,2412064,46.39,1487938
2016-06-24,2112964,2412064,46.39,1487938,43.92,5263644
2016-06-27,2412064,1487938,43.92,5263644,41.98,4328364
2016-06-28,1487938,5263644,41.98,4328364,42.155,4300845
2016-06-29,5263644,4328364,42.155,4300845,43.19,2402578
2016-06-30,4328364,4300845,43.19,2402578,43.59,2181066
2016-07-01,4300845,2402578,43.59,2181066,44.31,1591476
2016-07-05,2402578,2181066,44.31,1591476,43.63,1813468
2016-07-06,2181066,1591476,43.63,1813468,43.36,2312133
2016-07-07,1591476,1813468,43.36,2312133,44.18,1861536
2016-07-08,1813468,2312133,44.18,1861536,44.86,1838137
2016-07-11,2312133,1861536,44.86,1838137,45.35,1094683
2016-07-12,1861536,1838137,45.35,1094683,45.64,2237748
2016-07-13,1838137,1094683,45.64,2237748,46.325,1852475
2016-07-14,1094683,2237748,46.325,1852475,46.69,1192500
2016-07-15,2237748,1852475,46.69,1192500,46.55,1202638
2016-07-18,1852475,1192500,46.55,1202638,46.341,1362884
2016-07-19,1192500,1202638,46.341,1362884,46.49,2583860
2016-07-20,1202638,1362884,46.49,2583860,46.82,2124914
2016-07-21,1362884,2583860,46.82,2124914,46.465,1226365
2016-07-22,2583860,2124914,46.465,1226365,46.42,1512440
2016-07-25,2124914,1226365,46.42,1512440,45.92,1720649
2016-07-26,1226365,1512440,45.92,1720649,45.79,1792674
2016-07-27,1512440,1720649,45.79,1792674,46.73,1572573
2016-07-28,1720649,1792674,46.73,1572573,47.02,1945517
2016-07-29,1792674,1572573,47.02,1945517,47.36,1881372
2016-08-01,1572573,1945517,47.36,1881372,47.62,1604639
2016-08-02,1945517,1881372,47.62,1604639,46.97,1595948
2016-08-03,1881372,1604639,46.97,1595948,46.9,1508868
2016-08-04,1604639,1595948,46.9,1508868,46.74,1700182
2016-08-05,1595948,1508868,46.74,1700182,47.1,1250805
2016-08-08,1508868,1700182,47.1,1250805,47.14,1311724
2016-08-09,1700182,1250805,47.14,1311724,47.11,1006170
2016-08-10,1250805,1311724,47.11,1006170,47.21,754137
2016-08-11,1311724,1006170,47.21,754137,47.47,1377024
2016-08-12,1006170,754137,47.47,1377024,47.7,1538976
2016-08-15,754137,1377024,47.7,1538976,48.12,2323589
2016-08-16,1377024,1538976,48.12,2323589,48.117,3175994
2016-08-17,1538976,2323589,48.117,3175994,48.08,3154934
2016-08-18,2323589,3175994,48.08,3154934,46.09,4660295
2016-08-19,3175994,3154934,46.09,4660295,46.57,3340438
2016-08-22,3154934,4660295,46.57,3340438,47.38,1626833
2016-08-23,4660295,3340438,47.38,1626833,47.68,1645348
2016-08-24,3340438,1626833,47.68,1645348,46.63,2634707
2016-08-25,1626833,1645348,46.63,2634707,46.61,2160074
2016-08-26,1645348,2634707,46.61,2160074,47.07,1581245
2016-08-29,2634707,2160074,47.07,1581245,47.31,1332975
2016-08-30,2160074,1581245,47.31,1332975,47.08,2231203
2016-08-31,1581245,1332975,47.08,2231203,46.8075,1676587
2016-09-01,1332975,2231203,46.8075,1676587,46.8075,1257886
2016-09-02,2231203,1676587,46.8075,1257886,46.89,1424454
2016-09-06,1676587,1257886,46.89,1424454,46.72,1460928
2016-09-07,1257886,1424454,46.72,1460928,46.86,1542576
2016-09-08,1424454,1460928,46.86,1542576,46.94,884738
2016-09-09,1460928,1542576,46.94,884738,44.87,2507018
2016-09-12,1542576,884738,44.87,2507018,44.47,1835434
2016-09-13,884738,2507018,44.47,1835434,44.61,3461832
2016-09-14,2507018,1835434,44.61,3461832,44.6,1604806
2016-09-15,1835434,3461832,44.6,1604806,44.81,1733971
2016-09-16,3461832,1604806,44.81,1733971,44.74,2592850
2016-09-19,1604806,1733971,44.74,2592850,44.86,1927900
2016-09-20,1733971,2592850,44.86,1927900,45.15,2333122
2016-09-21,2592850,1927900,45.15,2333122,45.41,1612736
2016-09-22,1927900,2333122,45.41,1612736,46.29,1307074
2016-09-23,2333122,1612736,46.29,1307074,46.31,1957032
2016-09-26,1612736,1307074,46.31,1957032,46.16,2639060
2016-09-27,1307074,1957032,46.16,2639060,46.23,1587143
2016-09-28,1957032,2639060,46.23,1587143,46.52,1502533
2016-09-29,2639060,1587143,46.52,1502533,46.14,1938218
2016-09-30,1587143,1502533,46.14,1938218,46.3,1754316
2016-10-03,1502533,1938218,46.3,1754316,46.82,1539625
2016-10-04,1938218,1754316,46.82,1539625,46.67,1763985
2016-10-05,1754316,1539625,46.67,1763985,46.9275,1432268
2016-10-06,1539625,1763985,46.9275,1432268,46.88,1772801
2016-10-07,1763985,1432268,46.88,1772801,46.99,1663127
2016-10-10,1432268,1772801,46.99,1663127,47.55,1544958
2016-10-11,1772801,1663127,47.55,1544958,45.42,2912537
2016-10-12,1663127,1544958,45.42,2912537,45.42,1736076
2016-10-13,1544958,2912537,45.42,1736076,44.755,1336023
2016-10-14,2912537,1736076,44.755,1336023,45.08,997137
2016-10-17,1736076,1336023,45.08,997137,44.9999,1160321
2016-10-18,1336023,997137,44.9999,1160321,45.27,1949108
2016-10-19,997137,1160321,45.27,1949108,45.34,1769090
2016-10-20,1160321,1949108,45.34,1769090,45.65,1493608
2016-10-21,1949108,1769090,45.65,1493608,45.29,1011340
2016-10-24,1769090,1493608,45.29,1011340,45.64,1666388
2016-10-25,1493608,1011340,45.64,1666388,43.17,3949609
2016-10-26,1011340,1666388,43.17,3949609,43.24,2146178
2016-10-27,1666388,3949609,43.24,2146178,43.35,2393625
2016-10-28,3949609,2146178,43.35,2393625,43.11,1471348
2016-10-31,2146178,2393625,43.11,1471348,43.18,1556762
2016-11-01,2393625,1471348,43.18,1556762,43.14,2133116
2016-11-02,1471348,1556762,43.14,2133116,43.24,2240428
2016-11-03,1556762,2133116,43.24,2240428,43.18,2510054
2016-11-04,2133116,2240428,43.18,2510054,43.69,2220908
2016-11-07,2240428,2510054,43.69,2220908,44.95,1723957
2016-11-08,2510054,2220908,44.95,1723957,45.32,2136740
2016-11-09,2220908,1723957,45.32,2136740,44.49,3501243
2016-11-10,1723957,2136740,44.49,3501243,46.34,2558722
2016-11-11,2136740,3501243,46.34,2558722,46.21,2219255
2016-11-14,3501243,2558722,46.21,2219255,45.18,3443200
2016-11-15,2558722,2219255,45.18,3443200,44.95,4710170
2016-11-16,2219255,3443200,44.95,4710170,46.15,4026754
2016-11-17,3443200,4710170,46.15,4026754,45.55,2070609
2016-11-18,4710170,4026754,45.55,2070609,45.01,3148538
2016-11-21,4026754,2070609,45.01,3148538,44.65,2540067
2016-11-22,2070609,3148538,44.65,2540067,43.77,2831226
2016-11-23,3148538,2540067,43.77,2831226,43.97,1926275
2016-11-25,2540067,2831226,43.97,1926275,44.62,877140
2016-11-28,2831226,1926275,44.62,877140,43.58,2241795
2016-11-29,1926275,877140,43.58,2241795,43.52,1952118
2016-11-30,877140,2241795,43.52,1952118,43.94,2238575
2016-12-01,2241795,1952118,43.94,2238575,42.92,2823273
2016-12-02,1952118,2238575,42.92,2823273,43.27,2153515
2016-12-05,2238575,2823273,43.27,2153515,44.21,2495020
2016-12-06,2823273,2153515,44.21,2495020,44.2,1136658
2016-12-07,2153515,2495020,44.2,1136658,44.11,1815238
2016-12-08,2495020,1136658,44.11,1815238,44.77,1848936
2016-12-09,1136658,1815238,44.77,1848936,45.85,1937622
2016-12-12,1815238,1848936,45.85,1937622,46.11,1851517
2016-12-13,1848936,1937622,46.11,1851517,46.16,1734678
2016-12-14,1937622,1851517,46.16,1734678,46.0,2044052
2016-12-15,1851517,1734678,46.0,2044052,45.9201,1338905
2016-12-16,1734678,2044052,45.9201,1338905,45.81,2103155
2016-12-19,2044052,1338905,45.81,2103155,45.36,1084164
2016-12-20,1338905,2103155,45.36,1084164,45.54,1552366
2016-12-21,2103155,1084164,45.54,1552366,45.86,1652288
2016-12-22,1084164,1552366,45.86,1652288,45.8,968296
2016-12-23,1552366,1652288,45.8,968296,45.93,727682
2016-12-27,1652288,968296,45.93,727682,46.32,1535489
2016-12-28,968296,727682,46.32,1535489,45.68,1177275
2016-12-29,727682,1535489,45.68,1177275,45.57,891398
2016-12-30,1535489,1177275,45.57,891398,45.375,1216100
2017-01-03,1177275,891398,45.375,1216100,45.74,1739726
2017-01-04,891398,1216100,45.74,1739726,46.8162,1821264
2017-01-05,1216100,1739726,46.8162,1821264,46.355,1503763
2017-01-06,1739726,1821264,46.355,1503763,46.56,2883483
2017-01-09,1821264,1503763,46.56,2883483,47.905,2575328
2017-01-10,1503763,2883483,47.905,2575328,47.82,1560549
2017-01-11,2883483,2575328,47.82,1560549,47.95,5624332
2017-01-12,2575328,1560549,47.95,5624332,47.98,3276952
2017-01-13,1560549,5624332,47.98,3276952,48.41,1568923
2017-01-17,5624332,3276952,48.41,1568923,48.175,1939449
2017-01-18,3276952,1568923,48.175,1939449,48.0,1523508
2017-01-19,1568923,1939449,48.0,1523508,47.51,1346142
2017-01-20,1939449,1523508,47.51,1346142,47.4139,1701695
2017-01-23,1523508,1346142,47.4139,1701695,47.23,2013878
2017-01-24,1346142,1701695,47.23,2013878,47.05,2741915
2017-01-25,1701695,2013878,47.05,2741915,47.41,3073228
2017-01-26,2013878,2741915,47.41,3073228,47.915,1895562
2017-01-27,2741915,3073228,47.915,1895562,48.3,1527822
2017-01-30,3073228,1895562,48.3,1527822,47.385,2266487
2017-01-31,1895562,1527822,47.385,2266487,48.01,2552612
2017-02-01,1527822,2266487,48.01,2552612,48.68,2244604
2017-02-02,2266487,2552612,48.68,2244604,48.47,1352525
2017-02-03,2552612,2244604,48.47,1352525,49.06,1191855
2017-02-06,2244604,1352525,49.06,1191855,48.96,952095
2017-02-07,1352525,1191855,48.96,952095,49.26,2170720
2017-02-08,1191855,952095,49.26,2170720,49.23,2107079
2017-02-09,952095,2170720,49.23,2107079,50.0,2557747
2017-02-10,2170720,2107079,50.0,2557747,50.02,2092479
2017-02-13,2107079,2557747,50.02,2092479,50.42,1568350
2017-02-14,2557747,2092479,50.42,1568350,50.09,3546878
2017-02-15,2092479,1568350,50.09,3546878,50.62,5724488
2017-02-16,1568350,3546878,50.62,5724488,50.56,2550439
2017-02-17,3546878,5724488,50.56,2550439,50.58,2195788
2017-02-21,5724488,2550439,50.58,2195788,51.17,2036993
2017-02-22,2550439,2195788,51.17,2036993,51.19,1632886
2017-02-23,2195788,2036993,51.19,1632886,51.2,1006867
2017-02-24,2036993,1632886,51.2,1006867,51.33,1612698
2017-02-27,1632886,1006867,51.33,1612698,51.46,1195138
2017-02-28,1006867,1612698,51.46,1195138,51.23,1417772
2017-03-01,1612698,1195138,51.23,1417772,51.62,2026600
2017-03-02,1195138,1417772,51.62,2026600,51.33,1706500
2017-03-03,1417772,2026600,51.33,1706500,51.15,1824423
2017-03-06,2026600,1706500,51.15,1824423,51.175,1884477
2017-03-07,1706500,1824423,51.175,1884477,50.86,2233561
2017-03-08,1824423,1884477,50.86,2233561,50.95,1517642
2017-03-09,1884477,2233561,50.95,1517642,51.13,1259407
2017-03-10,2233561,1517642,51.13,1259407,51.48,1860508
2017-03-13,1517642,1259407,51.48,1860508,51.99,1376191
2017-03-14,1259407,1860508,51.99,1376191,51.96,1203368
2017-03-15,1860508,1376191,51.96,1203368,53.02,4117983
2017-03-16,1376191,1203368,53.02,4117983,52.83,2676915
2017-03-17,1203368,4117983,52.83,2676915,52.92,1936902
2017-03-20,4117983,2676915,52.92,1936902,53.0,1221409
2017-03-21,2676915,1936902,53.0,1221409,52.48,1492698
2017-03-22,1936902,1221409,52.48,1492698,52.65,1257072
2017-03-23,1221409,1492698,52.65,1257072,52.72,1717929
2017-03-24,1492698,1257072,52.72,1717929,52.84,2015289
2017-03-27,1257072,1717929,52.84,2015289,52.42,1446568
2017-03-28,1717929,2015289,52.42,1446568,53.095,1312688
2017-03-29,2015289,1446568,53.095,1312688,52.78,1469882
2017-03-30,1446568,1312688,52.78,1469882,52.9,1627592
2017-03-31,1312688,1469882,52.9,1627592,52.81,1705625
2017-04-03,1469882,1627592,52.81,1705625,52.73,1550227
2017-04-04,1627592,1705625,52.73,1550227,52.48,2017094
2017-04-05,1705625,1550227,52.48,2017094,52.695,1778251
2017-04-06,1550227,2017094,52.695,1778251,52.26,1548170
2017-04-07,2017094,1778251,52.26,1548170,52.7,1243550
2017-04-10,1778251,1548170,52.7,1243550,52.68,1025248
2017-04-11,1548170,1243550,52.68,1025248,52.37,1520703
2017-04-12,1243550,1025248,52.37,1520703,52.47,1258152
2017-04-13,1025248,1520703,52.47,1258152,52.31,863990
2017-04-17,1520703,1258152,52.31,863990,52.43,1569436
2017-04-18,1258152,863990,52.43,1569436,52.68,1241164
2017-04-19,863990,1569436,52.68,1241164,52.95,2096351
2017-04-20,1569436,1241164,52.95,2096351,52.79,1569985
2017-04-21,1241164,2096351,52.79,1569985,52.8399,2189351
2017-04-24,2096351,1569985,52.8399,2189351,53.91,2257682
2017-04-25,1569985,2189351,53.91,2257682,54.51,2181857
2017-04-26,2189351,2257682,54.51,2181857,54.805,1834961
2017-04-27,2257682,2181857,54.805,1834961,54.83,1529024
2017-04-28,2181857,1834961,54.83,1529024,54.835,3078163
2017-05-01,1834961,1529024,54.835,3078163,55.36,1897018
2017-05-02,1529024,3078163,55.36,1897018,55.51,1693069
2017-05-03,3078163,1897018,55.51,1693069,55.61,1702565
2017-05-04,1897018,1693069,55.61,1702565,56.16,2615560
2017-05-05,1693069,1702565,56.16,2615560,56.59,1571536
2017-05-08,1702565,2615560,56.59,1571536,55.93,2189984
2017-05-09,2615560,1571536,55.93,2189984,56.29,1559975
2017-05-10,1571536,2189984,56.29,1559975,56.08,1566289
2017-05-11,2189984,1559975,56.08,1566289,55.8,1347633
2017-05-12,1559975,1566289,55.8,1347633,55.96,1578292
2017-05-15,1566289,1347633,55.96,1578292,56.01,1472226
2017-05-16,1347633,1578292,56.01,1472226,56.45,1032600
2017-05-17,1578292,1472226,56.45,1032600,55.67,1839737
2017-05-18,1472226,1032600,55.67,1839737,55.6,1934996
2017-05-19,1032600,1839737,55.6,1934996,55.86,1654441
2017-05-22,1839737,1934996,55.86,1654441,55.85,4264780
2017-05-23,1934996,1654441,55.85,4264780,58.0,7510578
2017-05-24,1654441,4264780,58.0,7510578,58.0725,4105470
2017-05-25,4264780,7510578,58.0725,4105470,58.92,2772812
2017-05-26,7510578,4105470,58.92,2772812,59.041,1535237
2017-05-30,4105470,2772812,59.041,1535237,59.41,2576416
2017-05-31,2772812,1535237,59.41,2576416,59.45,2552411
2017-06-01,1535237,2576416,59.45,2552411,59.81,2100441
2017-06-02,2576416,2552411,59.81,2100441,60.76,1666245
2017-06-05,2552411,2100441,60.76,1666245,60.33,1473282
2017-06-06,2100441,1666245,60.33,1473282,60.1,1968022
2017-06-07,1666245,1473282,60.1,1968022,59.98,1617604
2017-06-08,1473282,1968022,59.98,1617604,59.71,3486602
2017-06-09,1968022,1617604,59.71,3486602,59.13,2352814
2017-06-12,1617604,3486602,59.13,2352814,57.92,2579658
2017-06-13,3486602,2352814,57.92,2579658,58.93,1527210
2017-06-14,2352814,2579658,58.93,1527210,59.05,1203468
2017-06-15,2579658,1527210,59.05,1203468,58.82,1092596
2017-06-16,1527210,1203468,58.82,1092596,59.235,2157514
2017-06-19,1203468,1092596,59.235,2157514,59.58,2383659
2017-06-20,1092596,2157514,59.58,2383659,60.295,1821710
2017-06-21,2157514,2383659,60.295,1821710,59.67,2247944
2017-06-22,2383659,1821710,59.67,2247944,59.61,3473861
2017-06-23,1821710,2247944,59.61,3473861,59.5001,2879785
2017-06-26,2247944,3473861,59.5001,2879785,59.15,1535542
2017-06-27,3473861,2879785,59.15,1535542,58.84,1060391
2017-06-28,2879785,1535542,58.84,1060391,59.2,1191537
2017-06-29,1535542,1060391,59.2,1191537,58.49,1357538
2017-06-30,1060391,1191537,58.49,1357538,58.835,1593786
2017-07-03,1191537,1357538,58.835,1593786,59.13,1489574
2017-07-05,1357538,1593786,59.13,1489574,59.19,1638980
2017-07-06,1593786,1489574,59.19,1638980,59.07,2249516
2017-07-07,1489574,1638980,59.07,2249516,59.33,965439
2017-07-10,1638980,2249516,59.33,965439,59.38,1146033
2017-07-11,2249516,965439,59.38,1146033,59.46,2976519
2017-07-12,965439,1146033,59.46,2976519,60.16,1439395
2017-07-13,1146033,2976519,60.16,1439395,60.67,2060109
2017-07-14,2976519,1439395,60.67,2060109,60.915,1286073
2017-07-17,1439395,2060109,60.915,1286073,61.4,1332751
2017-07-18,2060109,1286073,61.4,1332751,60.95,1520122
2017-07-19,1286073,1332751,60.95,1520122,61.17,1512177
2017-07-20,1332751,1520122,61.17,1512177,60.81,2009405
2017-07-21,1520122,1512177,60.81,2009405,60.76,1283236
2017-07-24,1512177,2009405,60.76,1283236,61.25,973808
2017-07-25,2009405,1283236,61.25,973808,60.38,1691988
2017-07-26,1283236,973808,60.38,1691988,59.39,2520698
2017-07-27,973808,1691988,59.39,2520698,59.6,1944962
2017-07-28,1691988,2520698,59.6,1944962,59.61,1236434
2017-07-31,2520698,1944962,59.61,1236434,59.76,1043729
2017-08-01,1944962,1236434,59.76,1043729,59.805,1324251
2017-08-02,1236434,1043729,59.805,1324251,59.52,1121566
2017-08-03,1043729,1324251,59.52,1121566,59.97,983246
2017-08-04,1324251,1121566,59.97,983246,60.01,778762
2017-08-07,1121566,983246,60.01,778762,60.005,975738
2017-08-08,983246,778762,60.005,975738,60.08,1162440
2017-08-09,778762,975738,60.08,1162440,59.38,1965048
2017-08-10,975738,1162440,59.38,1965048,58.22,2471473
2017-08-11,1162440,1965048,58.22,2471473,58.69,1511552
2017-08-14,1965048,2471473,58.69,1511552,59.55,2409765
2017-08-15,2471473,1511552,59.55,2409765,59.11,2933295
2017-08-16,1511552,2409765,59.11,2933295,60.76,6892023
2017-08-17,2409765,2933295,60.76,6892023,60.78,3501640
2017-08-18,2933295,6892023,60.78,3501640,60.28,2357872
2017-08-21,6892023,3501640,60.28,2357872,60.96,1486144
2017-08-22,3501640,2357872,60.96,1486144,61.85,1666369
2017-08-23,2357872,1486144,61.85,1666369,62.6,1445677
2017-08-24,1486144,1666369,62.6,1445677,62.35,1584503
2017-08-25,1666369,1445677,62.35,1584503,62.67,1352761
2017-08-28,1445677,1584503,62.67,1352761,62.97,1290434
2017-08-29,1584503,1352761,62.97,1290434,63.021,1206649
2017-08-30,1352761,1290434,63.021,1206649,63.39,1072530
2017-08-31,1290434,1206649,63.39,1072530,63.9,1930071
2017-09-01,1206649,1072530,63.9,1930071,64.21,1224667
2017-09-05,1072530,1930071,64.21,1224667,63.81,910613
2017-09-06,1930071,1224667,63.81,910613,64.05,974511
2017-09-07,1224667,910613,64.05,974511,64.49,1075757
2017-09-08,910613,974511,64.49,1075757,64.83,1588439
2017-09-11,974511,1075757,64.83,1588439,65.38,1770025
2017-09-12,1075757,1588439,65.38,1770025,65.89,1082149
2017-09-13,1588439,1770025,65.89,1082149,65.41,2042563
2017-09-14,1770025,1082149,65.41,2042563,65.16,1481022
2017-09-15,1082149,2042563,65.16,1481022,65.62,2295974
2017-09-18,2042563,1481022,65.62,2295974,65.7,1562007
2017-09-19,1481022,2295974,65.7,1562007,66.0,1238004
2017-09-20,2295974,1562007,66.0,1238004,65.77,1186007
2017-09-21,1562007,1238004,65.77,1186007,65.63,874785
2017-09-22,1238004,1186007,65.63,874785,65.71,1296244
2017-09-25,1186007,874785,65.71,1296244,64.44,1841833
2017-09-26,874785,1296244,64.44,1841833,63.91,1615338
2017-09-27,1296244,1841833,63.91,1615338,64.05,1272526
2017-09-28,1841833,1615338,64.05,1272526,63.97,1126243
2017-09-29,1615338,1272526,63.97,1126243,63.72,1672816
2017-10-02,1272526,1126243,63.72,1672816,64.21,1693854
2017-10-03,1126243,1672816,64.21,1693854,65.06,1216981
2017-10-04,1672816,1693854,65.06,1216981,65.15,745628
2017-10-05,1693854,1216981,65.15,745628,65.52,1974081
2017-10-06,1216981,745628,65.52,1974081,65.66,1405100
2017-10-09,745628,1974081,65.66,1405100,66.02,1542307
2017-10-10,1974081,1405100,66.02,1542307,66.22,1143075
2017-10-11,1405100,1542307,66.22,1143075,66.34,1794800
2017-10-12,1542307,1143075,66.34,1794800,66.54,1454994
2017-10-13,1143075,1794800,66.54,1454994,66.89,943164
2017-10-16,1794800,1454994,66.89,943164,66.77,1473459
2017-10-17,1454994,943164,66.77,1473459,65.99,1711833
2017-10-18,943164,1473459,65.99,1711833,66.07,1150468
2017-10-19,1473459,1711833,66.07,1150468,66.06,1359119
2017-10-20,1711833,1150468,66.06,1359119,67.07,1506112
2017-10-23,1150468,1359119,67.07,1506112,66.93,1267570
2017-10-24,1359119,1506112,66.93,1267570,66.88,1975704
2017-10-25,1506112,1267570,66.88,1975704,67.03,1590537
2017-10-26,1267570,1975704,67.03,1590537,67.2,1418152
2017-10-27,1975704,1590537,67.2,1418152,67.41,1440996
2017-10-30,1590537,1418152,67.41,1440996,67.1,846605
2017-10-31,1418152,1440996,67.1,846605,67.54,1614432
2017-11-01,1440996,846605,67.54,1614432,67.84,1357998
2017-11-02,846605,1614432,67.84,1357998,67.81,1856865
2017-11-03,1614432,1357998,67.81,1856865,68.01,1072288
2017-11-06,1357998,1856865,68.01,1072288,67.87,995731
2017-11-07,1856865,1072288,67.87,995731,68.04,956466
2017-11-08,1072288,995731,68.04,956466,67.771,977616
2017-11-09,995731,956466,67.771,977616,66.91,1665042
2017-11-10,956466,977616,66.91,1665042,69.17,1439275
2017-11-13,977616,1665042,69.17,1439275,66.25,1536388
2017-11-14,1665042,1439275,66.25,1536388,66.89,2426247
2017-11-15,1439275,1536388,66.89,2426247,66.91,2042296
2017-11-16,1536388,2426247,66.91,2042296,67.45,2300408
2017-11-17,2426247,2042296,67.45,2300408,68.29,1823122
2017-11-20,2042296,2300408,68.29,1823122,68.95,4143453
2017-11-21,2300408,1823122,68.95,4143453,67.7,5330554
2017-11-22,1823122,4143453,67.7,5330554,68.3,3041728
2017-11-24,4143453,5330554,68.3,3041728,68.78,1015411
2017-11-27,5330554,3041728,68.78,1015411,69.17,1439275
2017-11-28,3041728,1015411,69.17,1439275,69.42,2473433
2017-11-29,1015411,1439275,69.42,2473433,68.45,1904175
2017-11-30,1439275,2473433,68.45,1904175,68.21,1922514
2017-12-01,2473433,1904175,68.21,1922514,67.23,2516564
2017-12-04,1904175,1922514,67.23,2516564,66.18,2899424
2017-12-05,1922514,2516564,66.18,2899424,65.73,2383974
2017-12-06,2516564,2899424,65.73,2383974,65.601,1690108
2017-12-07,2899424,2383974,65.601,1690108,65.77,2294513
2017-12-08,2383974,1690108,65.77,2294513,66.6523,2195577
2017-12-11,1690108,2294513,66.6523,2195577,66.48,2438556
2017-12-12,2294513,2195577,66.48,2438556,66.5,2180984
2017-12-13,2195577,2438556,66.5,2180984,66.64,1684618
2017-12-14,2438556,2180984,66.64,1684618,66.37,1774564
2017-12-15,2180984,1684618,66.37,1774564,66.69,2871925
2017-12-18,1684618,1774564,66.69,2871925,67.48,2306264
2017-12-19,1774564,2871925,67.48,2306264,67.49,1469439
2017-12-20,2871925,2306264,67.49,1469439,67.16,1363529
2017-12-21,2306264,1469439,67.16,1363529,67.2679,1502218
2017-12-22,1469439,1363529,67.2679,1502218,66.86,1221315
2017-12-26,1363529,1502218,66.86,1221315,67.05,532863
2017-12-27,1502218,1221315,67.05,532863,67.15,1038585
2017-12-28,1221315,532863,67.15,1038585,67.02,607022
2017-12-29,532863,1038585,67.02,607022,66.93,1064895
2018-01-02,1038585,607022,66.93,1064895,67.34,1047830
2018-01-03,607022,1064895,67.34,1047830,67.6,1698899
2018-01-04,1064895,1047830,67.6,1698899,68.78,2231534
2018-01-05,1047830,1698899,68.78,2231534,68.73,1632512
2018-01-08,1698899,2231534,68.73,1632512,69.545,1613911
2018-01-09,2231534,1632512,69.545,1613911,70.17,2666711
